,Ingredient,Text,Recipe_Index,Rating,Quantity,Unit
334,baking soda,1.6 teaspoon baking soda,E_79,0.75,1.6,teaspoon
335,baking soda,0.48 teaspoon baking soda,E_87,0.75,0.48,teaspoon
336,baking soda,4.0 teaspoon baking soda,E_88,0.375,4,teaspoon
337,baking soda,1.0 teaspoon baking soda,E_89,0.875,1,teaspoon
338,baking soda,0.8 teaspoon baking soda,E_91,1,0.8,teaspoon
339,baking soda,5.0 teaspoons baking soda,Misc_1,NA,5,teaspoon
340,baking soda,1.2 teaspoon baking soda,Misc_10,NA,1.2,teaspoon
341,baking soda,3.33333333333 teaspoons baking soda,Misc_100,NA,3.333333333,teaspoon
342,baking soda,1.5 teaspoon of baking soda,Misc_101,NA,1.5,teaspoon
343,baking soda,4.0 tsp 5 ml baking soda,Misc_102,NA,4,teaspoon
344,baking soda,1.33333333333 teaspoons baking soda,Misc_103,NA,1.333333333,teaspoon
345,baking soda,1.6 tsp. baking soda,Misc_104,NA,1.6,teaspoon
346,baking soda,4.0 tsp. baking soda,Misc_105,NA,4,teaspoon
347,baking soda,1.33333333333 tsp. baking soda,Misc_106,NA,1.333333333,teaspoon
348,baking soda,1.6 tsp. baking soda,Misc_107,NA,1.6,teaspoon
349,baking soda,2.0 teaspoon baking soda,Misc_108,NA,2,teaspoon
350,baking soda,4.0 teaspoons baking soda,Misc_109,NA,4,teaspoon
351,baking soda,0.8 teaspoon baking soda,Misc_11,NA,0.8,teaspoon
352,baking soda,1.5 teaspoon baking soda,Misc_110,NA,1.5,teaspoon
353,baking soda,1.06666666667 teaspoon baking soda,Misc_111,NA,1.066666667,teaspoon
354,baking soda,2.0 teaspoon baking soda,Misc_112,NA,2,teaspoon
355,baking soda,1.14285714286 teaspoon baking soda,Misc_113,NA,1.142857143,teaspoon
356,baking soda,1.6 teaspoon baking soda,Misc_114,NA,1.6,teaspoon
357,baking soda,2.0 teaspoon baking soda,Misc_12,NA,2,teaspoon
358,baking soda,0.666666666667 teaspoon baking soda,Misc_13,NA,0.666666667,teaspoon
359,baking soda,1.84615384615 teaspoon baking soda,Misc_14,NA,1.846153846,teaspoon
360,baking soda,1.06666666667 teaspoon baking soda,Misc_15,NA,1.066666667,teaspoon
361,baking soda,1.33333333333 teaspoons baking soda,Misc_16,NA,1.333333333,teaspoon
362,baking soda,1.0 teaspoon baking soda,Misc_17,NA,1,teaspoon
363,baking soda,1.33333333333 teaspoon baking soda,Misc_18,NA,1.333333333,teaspoon
364,baking soda,1.5 teaspoon baking soda,Misc_19,NA,1.5,teaspoon
365,baking soda,0.5 teaspoon baking soda 0.5 teaspoon,Misc_2,NA,0.5,teaspoon
366,baking soda,2.0 teaspoon baking soda,Misc_20,NA,2,teaspoon
367,baking soda,2.0 teaspoon baking soda,Misc_21,NA,2,teaspoon
368,baking soda,0.75 teaspoon baking soda,Misc_22,NA,0.75,teaspoon
369,baking soda,1.5 teaspoon baking soda,Misc_23,NA,1.5,teaspoon
370,baking soda,2.0 ⁄4 teaspoon baking soda,Misc_24,NA,2,teaspoon
371,baking soda,2.0 tsp. baking soda,Misc_25,NA,2,teaspoon
372,baking soda,2.5 teaspoons baking soda,Misc_26,NA,2.5,teaspoon
373,baking soda,2.5 teaspoons baking soda,Misc_27,NA,2.5,teaspoon
374,baking soda,2.5 teaspoons baking soda,Misc_28,NA,2.5,teaspoon
375,baking soda,0.666666666667 teaspoon baking soda,Misc_29,NA,0.666666667,teaspoon
376,baking soda,2.4 teaspoon baking soda,Misc_30,NA,2.4,teaspoon
377,baking soda,0.4 teaspoon baking soda,Misc_31,NA,0.4,teaspoon
378,baking soda,2.0 teaspoon baking soda,Misc_32,NA,2,teaspoon
379,baking soda,0.96 tsp baking soda,Misc_33,NA,0.96,teaspoon
380,baking soda,3.42857142857 teaspoon baking soda,Misc_34,NA,3.428571429,teaspoon
381,baking soda,0.923076923077 teaspoon baking soda,Misc_35,NA,0.923076923,teaspoon
382,baking soda,1.875 tsp baking soda,Misc_36,NA,1.875,teaspoon
383,baking soda,1.33333333333 teaspoon baking soda,Misc_37,NA,1.333333333,teaspoon
384,baking soda,1.6 teaspoon baking soda,Misc_38,NA,1.6,teaspoon
385,baking soda,0.8 teaspoon baking soda,Misc_39,NA,0.8,teaspoon
386,baking soda,1.0 teaspoon baking soda,Misc_40,NA,1,teaspoon
387,baking soda,1.2 teaspoon baking soda,Misc_41,NA,1.2,teaspoon
388,baking soda,1.6 teaspoon baking soda,Misc_42,NA,1.6,teaspoon
389,baking soda,1.26315789474 teaspoon baking soda,Misc_43,NA,1.263157895,teaspoon
390,baking soda,1.0 teaspoon baking soda,Misc_44,NA,1,teaspoon
391,baking soda,1.33333333333 teaspoon baker’s corner baking soda,Misc_45,NA,1.333333333,teaspoon
392,baking soda,2.0 teaspoon baking soda,Misc_46,NA,2,teaspoon
393,baking soda,0.571428571429 teaspoon baking soda,Misc_47,NA,0.571428571,teaspoon
394,baking soda,1.33333333333 teaspoon baking soda,Misc_48,NA,1.333333333,teaspoon
395,baking soda,"2.0 	teaspoons baking soda",Misc_49,NA,2,teaspoon
396,baking soda,1.81818181818 teaspoons baking soda,Misc_5,NA,1.818181818,teaspoon
397,baking soda,"2.0 	teaspoon baking soda",Misc_50,NA,2,teaspoon
398,baking soda,"0.8 	teaspoon baking soda",Misc_51,NA,0.8,teaspoon
399,baking soda,"0.72 	teaspoon baking soda",Misc_52,NA,0.72,teaspoon
400,baking soda,1.0 teaspoon baking soda,Misc_54,NA,1,teaspoon
401,baking soda,0.571428571429 teaspoon baking soda,Misc_55,NA,0.571428571,teaspoon
402,baking soda,2.0 teaspoon baking soda,Misc_56,NA,2,teaspoon
403,baking soda,1.0 teaspoon baking soda,Misc_61,NA,1,teaspoon
404,baking soda,2.0 teaspoon baking soda,Misc_62,NA,2,teaspoon
405,baking soda,0.888888888889 teaspoon baking soda,Misc_63,NA,0.888888889,teaspoon
406,baking soda,1.2 teaspoon baking soda,Misc_64,NA,1.2,teaspoon
407,baking soda,1.0 teaspoon baking soda,Misc_65,NA,1,teaspoon
408,baking soda,1.0 tsp. baking soda,Misc_67,NA,1,teaspoon
409,baking soda,1.0 teaspoon baking soda,Misc_68,NA,1,teaspoon
410,baking soda,2.0 teaspoon baking soda,Misc_69,NA,2,teaspoon
411,baking soda,1.6 teaspoon baking soda,Misc_7,NA,1.6,teaspoon
412,baking soda,1.33333333333 teaspoon baking soda,Misc_70,NA,1.333333333,teaspoon
413,baking soda,1.0 tsp baking soda,Misc_73,NA,1,teaspoon
414,baking soda,1.33333333333 tsp. baking soda,Misc_74,NA,1.333333333,teaspoon
415,baking soda,2.66666666667 teaspoons baking soda,Misc_75,NA,2.666666667,teaspoon
416,baking soda,2.0 teaspoon baking soda,Misc_76,NA,2,teaspoon
417,baking soda,1.14285714286 teaspoon baking soda,Misc_77,NA,1.142857143,teaspoon
418,baking soda,2.4 teaspoon | 5g baking soda,Misc_78,NA,2.4,teaspoon
419,baking soda,3.42857142857 teaspoon baking soda,Misc_79,NA,3.428571429,teaspoon
420,baking soda,0.872727272727 teaspoon baking soda,Misc_8,NA,0.872727273,teaspoon
421,baking soda,2.0 teaspoon baking soda,Misc_80,NA,2,teaspoon
422,baking soda,1.33333333333 teaspoon baking soda,Misc_81,NA,1.333333333,teaspoon
423,baking soda,1.71428571429 teaspoon baking soda,Misc_82,NA,1.714285714,teaspoon
424,baking soda,1.0 tsp baking soda,Misc_83,NA,1,teaspoon
425,baking soda,1.33333333333 teaspoon baking soda,Misc_85,NA,1.333333333,teaspoon
426,baking soda,4.0 teaspoon baking soda,Misc_86,NA,4,teaspoon
427,baking soda,4.0 tsp baking soda,Misc_87,NA,4,teaspoon
428,baking soda,1.71428571429 tsp baking soda,Misc_89,NA,1.714285714,teaspoon
429,baking soda,1.0 teaspoon baking soda,Misc_9,NA,1,teaspoon
430,baking soda,4.8 tsp. baking soda,Misc_90,NA,4.8,teaspoon
431,baking soda,1.0 tsp baking soda,Misc_91,NA,1,teaspoon
432,baking soda,1.66666666667 teaspoons baking soda,Misc_94,NA,1.666666667,teaspoon
433,baking soda,1.66666666667 tsp. baking soda,Misc_95,NA,1.666666667,teaspoon
434,baking soda,1.8 tsp baking soda,Misc_96,NA,1.8,teaspoon
435,baking soda,1.37142857143 tsp. baking soda,Misc_97,NA,1.371428571,teaspoon
436,baking soda,2.0 teaspoon baking soda,Misc_98,NA,2,teaspoon
437,baking soda,2.66666666667 teaspoon baking soda,Misc_99,NA,2.666666667,teaspoon
438,bourbon,4.0 tablespoons kentucky bourbon,AR_97,0.933333302,4,tablespoon
439,bread flour,0.177777777778 cups unbleached bread flour,E_146,0.5,0.177777778,cup
440,bread flour,6.66666666667 cups bread flour,Misc_1,NA,6.666666667,cup
441,bread flour,4.44426666667 cups bread flour,Misc_100,NA,4.444266667,cup
442,bread flour,24.0 ounces bread flour,Misc_21,NA,3,cup
443,bread flour,1.33333333333 cup/150 grams bread flour,Misc_3,NA,1.333333333,cup
444,bread flour,"2.66666666667 	cups bread flour",Misc_49,NA,2.666666667,cup
445,bread flour,2.22222222222 cupsbread flour,Misc_94,NA,2.222222222,cup
446,brown rice flour,1.33333333333 cups brown rice flour mix,E_197,0.875,1.333333333,cup
636,butter,1.0 cup butter softened,AR_1,0.920724583,1,cup
637,butter,0.5333333333333333 cup butter softened,AR_10,0.905162048,0.533333333,cup
638,butter,0.6666666666666666 cup butter softened,AR_102,0.9375,0.666666667,cup
639,butter,0.8 cup butter softened,AR_103,0.88125,0.8,cup
640,butter,1.3333333333333333 cup butter,AR_11,0.902891922,1.333333333,cup
641,butter,1.0 cup butter,AR_110,0.868292713,1,cup
642,butter,1.0 cup butter softened,AR_111,1,1,cup
643,butter,1.5 cups butter softened,AR_119,0.845714283,1.5,cup
644,butter,1.0 cup butter softened,AR_12,0.873469353,1,cup
645,butter,2.0 cup butter melted,AR_128,0.714285707,2,cup
646,butter,0.6666666666666666 cup unsalted butter,AR_14,0.90666666,0.666666667,cup
647,butter,1.3333333333333333 cup butter,AR_140,0.584615374,1.333333333,cup
648,butter,16.0 tablespoons butter,AR_142,0.671428585,1,cup
649,butter,1.0 cup butter softened,AR_144,0.442857122,1,cup
650,butter,1.3333333333333333 cups butter softened,AR_155,0.931135178,1.333333333,cup
651,butter,3.0 cup unsalted butter melted,AR_156,0.924294472,3,cup
652,butter,1.1428571428571428 cups butter,AR_16,0.85882349,1.142857143,cup
653,butter,1.0 cup butter softened,AR_164,0.917012405,1,cup
654,butter,1.3333333333333333 cup butter melted,AR_169,0.873728848,1.333333333,cup
655,butter,2.0 cup butter softened,AR_195,0.585714293,2,cup
656,butter,1.3333333333333333 cup unsalted butter softened,AR_196,0.785929632,1.333333333,cup
657,butter,2.0 cup butter,AR_197,0.706521749,2,cup
658,butter,0.6666666666666666 cup butter,AR_2,0.937981987,0.666666667,cup
659,butter,0.5 cup butter softened,AR_23,0.869999981,0.5,cup
660,butter,2.0 cup butter softened,AR_256,0.870253181,2,cup
661,butter,1.0 cup butter,AR_26,0.9,1,cup
662,butter,1.0 cup butter softened,AR_27,0.876923084,1,cup
663,butter,1.0 cup butter softened,AR_3,0.917986774,1,cup
664,butter,0.5 cup butter softened,AR_30,0.859829044,0.5,cup
665,butter,0.6666666666666666 cup butter,AR_33,0.826666641,0.666666667,cup
666,butter,2.0 cup butter softened,AR_35,0.843636322,2,cup
667,butter,2.0 cups butter softened,AR_37,0.8,2,cup
668,butter,0.5 cup butter softened,AR_39,0.6,0.5,cup
669,butter,0.5 cup unsalted butter,AR_39,0.6,0.5,cup
670,butter,1.0 cup butter,AR_4,0.922985077,1,cup
671,butter,1.5 cup butter,AR_48,0.677777767,1.5,cup
672,butter,1.6666666666666665 cups unsalted butter,AR_49,0.592592573,1.666666667,cup
673,butter,1.0 cup butter softened,AR_5,0.937341785,1,cup
674,butter,0.6666666666666666 cup butter melted,AR_52,0.476190472,0.666666667,cup
675,butter,1.0 cup butter softened,AR_55,0.385714293,1,cup
676,butter,1.0 cup butter,AR_57,0.595505619,1,cup
677,butter,1.5 cup unsalted butter very soft,AR_67,0.939130402,1.5,cup
678,butter,1.5 cup unsalted butter,AR_69,0.920792103,1.5,cup
679,butter,1.0 cup butter softened,AR_7,0.896335125,1,cup
680,butter,0.8 cup butter softened,AR_70,0.91003809,0.8,cup
681,butter,1.0 cup butter,AR_78,0.915186214,1,cup
682,butter,2.0 cup butter,AR_79,0.633333349,2,cup
683,butter,2.0 cup butter softened,AR_8,0.942446041,2,cup
684,butter,2.0 cup unsalted butter,AR_84,0.905737686,2,cup
685,butter,2.0 cup butter chilled,AR_90,0.902608681,2,cup
686,butter,1.0 cup butter softened,AR_91,0.928301907,1,cup
687,butter,1.6 cup butter softened,AR_95,0.844067764,1.6,cup
688,butter,0.6666666666666666 cup butter softened,AR_96,0.818181801,0.666666667,cup
689,butter,0.8 cup butter softened,AR_97,0.933333302,0.8,cup
690,butter,1.3333333333333335 cups butter,AR_98,0.90666666,1.333333333,cup
691,butter,1.0 cup butter,AR_99,0.858333302,1,cup
692,butter,8 ounces unsalted butter room temperature,E_146,0.5,1,cup
693,butter,48.0 rounded tablespoon vegan butter,E_169,0.5,3,cup
694,butter,2.75 cups unsalted butter room temperature,E_21,0.75,2.75,cup
695,butter,1.0 cup 1 stick unsalted butter room temperature,E_215,0.875,1,cup
696,butter,1 cup unsalted butter softened,E_220,0.75,1,cup
697,butter,1.71 cups unsalted butter melted and cooled slightly,E_230,0.875,1.71,cup
698,butter,1.0 cup 1 stick butter room temperature,E_258,0.75,1,cup
699,butter,1.2 cup 1 stick unsalted butter room temperature,E_26,0.875,1.2,cup
700,butter,13.3333333333 tablespoons unsalted butter room temperature,E_362,0.625,0.833333333,cup
701,butter,0.571428571429 cup 1 stick unsalted butter room temperature,E_375,0.75,0.571428571,cup
702,butter,30.5454545455 tablespoons cold unsalted butter chopped,E_399,1,1.909090909,cup
703,butter,0.2 cups unsalted butter softened,E_509,0.75,0.2,cup
704,butter,3.2 sticks 1 cup unsalted butter softened,E_79,0.75,3.2,cup
705,butter,9.6 ounces unsalted butter at room temperature,E_87,0.75,1.2,cup
706,butter,8.0 cup unsalted butter at room temperature,E_88,0.375,8,cup
707,butter,1.0 cup 2 sticks unsalted butter cut into small cubes at room temperature,E_89,0.875,1,cup
708,butter,0.8 cup 2 sticks butter softened,E_91,1,0.8,cup
709,butter,5.0 cups unsalted butter,Misc_1,NA,5,cup
710,butter,0.8 cup 1 stick unsalted butter,Misc_10,NA,0.8,cup
711,butter,2.66666666667  2.66666666667 /4 cups unsalted butter,Misc_100,NA,2.666666667,cup
712,butter,"39.0 tablespoons of butter, melted and cooled",Misc_101,NA,2.4375,cup
713,butter,4.0 cup 240 g of unsalted butter,Misc_102,NA,4,cup
714,butter,"1.33333333333 cups butter, softened",Misc_103,NA,1.333333333,cup
715,butter,"0.8 cup 1 stick/4 oz./125 g unsalted butter, at room temperature",Misc_104,NA,0.8,cup
716,butter,"1.33333333333 cup 2 sticks unsalted butter, at room temperature",Misc_106,NA,1.333333333,cup
717,butter,"1.0 cup unsalted butter, at room temperature",Misc_108,NA,1,cup
718,butter,2.0 cups butter,Misc_109,NA,2,cup
719,butter,"0.8 cup 2 sticks butter, softened",Misc_11,NA,0.8,cup
720,butter,"12.0 ounces unsalted butter, soft but cool, about 65°f 18°c",Misc_110,NA,1.5,cup
721,butter,"1.06666666667 cup unsalted butter , melted and cooled at least 10 minutes 226g",Misc_111,NA,1.066666667,cup
722,butter,1.14285714286 cup salted butter/softened at room temperature,Misc_113,NA,1.142857143,cup
723,butter,"2.4 sticks 12 tablespoons unsalted butter, at room temperature",Misc_114,NA,0.15,cup
724,butter,"1.0 cup unsalted butter see notes below, room temperature",Misc_12,NA,1,cup
725,butter,"1.33333333333 cup 2 sticks unsalted butter, room temperature",Misc_13,NA,1.333333333,cup
726,butter,"1.06666666667 cup unsalted butter , melted and cooled at least 10 minutes 226g",Misc_15,NA,1.066666667,cup
727,butter,1.5 cups land o lakes® butter softened,Misc_17,NA,1.5,cup
728,butter,"0.666666666667 cup unsalted butter, right from the fridge, or at room temperature",Misc_18,NA,0.666666667,cup
729,butter,1.5 cup unsalted butter melted and then cooled for at least 5 minutes* 226g,Misc_19,NA,1.5,cup
730,butter,4.0 ounces butter 4.0 ounces/1 stick,Misc_2,NA,0.5,cup
731,butter,"4.0 sticks 1 cup unsalted butter, softened",Misc_20,NA,4,cup
732,butter,16.0 ounces unsalted butter,Misc_21,NA,2,cup
733,butter,"0.5 pound 2 sticks cold unsalted butter, cut into small pieces",Misc_22,NA,0.00390625,cup
734,butter,"0.666666666667 cup butter, softened",Misc_24,NA,0.666666667,cup
735,butter,"2.0 cup butter, softened",Misc_26,NA,2,cup
736,butter,"32.0 tablespoons 230 grams unsalted butter, at room temperature 2 sticks",Misc_27,NA,2,cup
737,butter,"32.0 tablespoons 230 grams unsalted butter, at room temperature 2 sticks",Misc_28,NA,2,cup
738,butter,"16.0 tablespoons 1 1/2 sticks butter, melted and cooled for 5 minutes",Misc_29,NA,1,cup
739,butter,"14.6666666667 tablespoons/150 grams unsalted butter, melted",Misc_3,NA,0.916666667,cup
740,butter,"2.4 cup unsalted butter, melted",Misc_30,NA,2.4,cup
741,butter,0.4 cup butter,Misc_31,NA,0.4,cup
742,butter,"2.0 cup butter 1/2 cup melted,  1/2 cup softened",Misc_32,NA,2,cup
743,butter,"0.96 cup butter unsalted, melted",Misc_33,NA,0.96,cup
744,butter,3.42857142857 cup 8 oz/240g butter,Misc_34,NA,3.428571429,cup
745,butter,"0.923076923077 cup 1 stick salted butter, softened",Misc_35,NA,0.923076923,cup
746,butter,1.875 cups real unsalted butter,Misc_36,NA,1.875,cup
747,butter,"2.13333333333 cups butter, softened",Misc_38,NA,2.133333333,cup
748,butter,"0.8 cup butter 2 sticks , softened",Misc_39,NA,0.8,cup
749,butter,"1.0 cup 2 sticks 226 grams unsalted butter, room temperature",Misc_40,NA,1,cup
750,butter,"0.6 cup 1 stick salted butter, very soft",Misc_41,NA,0.6,cup
751,butter,"1.6 cup butter, softened",Misc_42,NA,1.6,cup
752,butter,"1.26315789474 cup 230 grams unsalted butter, softened to room temperature",Misc_43,NA,1.263157895,cup
753,butter,24.0 tablespoons butter 1 1/2 sticks melted and cooled until warm,Misc_44,NA,1.5,cup
754,butter,1.33333333333 cup countryside creamery unsalted butter softened,Misc_45,NA,1.333333333,cup
755,butter,0.666666666667 cup butter softened,Misc_46,NA,0.666666667,cup
756,butter,"0.571428571429 cup butter, softened",Misc_47,NA,0.571428571,cup
757,butter,"0.666666666667 cup unsalted butter, right from the fridge, or at room temperature",Misc_48,NA,0.666666667,cup
758,butter,"2.0 	cups 2 1/2 sticks butter, at room temperature",Misc_49,NA,2,cup
759,butter,"11.6363636364 ounces butter, softened",Misc_5,NA,1.454545455,cup
760,butter,"2.0 	cup 2 sticks unsalted butter, room temperature",Misc_50,NA,2,cup
761,butter,"8.53333333333 	ounces unsalted butter, at room temperature",Misc_51,NA,1.066666667,cup
762,butter,"1.92 	sticks 8 ounces; 1.92 1.92 6 grams unsalted butter, cut into chunks, at room temperature",Misc_52,NA,0.24,cup
763,butter,"42.0 	tablespoons unsalted butter 1 3/4 sticks",Misc_53,NA,2.625,cup
764,butter,"1.14285714286 cup unsalted butter, room temperature",Misc_55,NA,1.142857143,cup
765,butter,"28.0 tablespoons butter, melted",Misc_6,NA,1.75,cup
766,butter,2.0 cup butter softened,Misc_62,NA,2,cup
767,butter,"1.77777777778 cup 2 sticks unsalted butter, softened",Misc_63,NA,1.777777778,cup
768,butter,"1.2 cup 2 sticks lightly salted butter, at room temperature",Misc_64,NA,1.2,cup
769,butter,1.0 cup softened butter,Misc_65,NA,1,cup
770,butter,1.0 cup 113 g butter,Misc_68,NA,1,cup
771,butter,"12.8 ounces butter, softened",Misc_7,NA,1.6,cup
772,butter,"1.33333333333 cup butter, softened to cool room temperature not overly warm or melty",Misc_70,NA,1.333333333,cup
773,butter,1.0 cup room temperature unsalted butter,Misc_73,NA,1,cup
774,butter,"1.77777777778 cup unsalted butter, melted and cooled slightly",Misc_75,NA,1.777777778,cup
775,butter,"2.0 cup unsalted butter, cold",Misc_76,NA,2,cup
776,butter,10.2857142857 ounces butter,Misc_77,NA,1.285714286,cup
777,butter,"2.57142857143 cup unsalted butter, softened 1 1/2 sticks",Misc_79,NA,2.571428571,cup
778,butter,0.872727272727 cup butter,Misc_8,NA,0.872727273,cup
779,butter,"2.0 cup 1 1/2 sticks unsalted butter, melted",Misc_81,NA,2,cup
780,butter,1.71428571429 cup butter melted,Misc_82,NA,1.714285714,cup
781,butter,0.75 cup butter softened,Misc_83,NA,0.75,cup
782,butter,44.3076923077 tbsp unsalted butter,Misc_84,NA,2.769230769,cup
783,butter,0.666666666667 cup unsalted butter at room temperature,Misc_85,NA,0.666666667,cup
784,butter,"2.0 cup butter, softened to room temperature",Misc_86,NA,2,cup
785,butter,"1.71428571429 cup, 1 stick, butter",Misc_89,NA,1.714285714,cup
786,butter,"4.8 ⁄2 cups unsalted butter, softened",Misc_90,NA,4.8,cup
787,butter,"1.0 cup 2 sticks unsalted butter, melted and cooled",Misc_91,NA,1,cup
788,butter,1.33333333333 cup butter,Misc_93,NA,1.333333333,cup
789,butter,1.66666666667 cups 284g unsalted butter,Misc_94,NA,1.666666667,cup
790,butter,"1.2 cup 115 g unsalted butter, softened at room temperature",Misc_96,NA,1.2,cup
791,butter,1.82856685714 cup unsalted butter,Misc_97,NA,1.828566857,cup
792,butter,4.0 sticks 1 cup unsalted butter,Misc_98,NA,4,cup
793,butter,"2.66666666667 cup 2 sticks unsalted butter, softened *see notes",Misc_99,NA,2.666666667,cup
794,cake flour,1.0 cup cake flour,AR_119,0.845714283,1,cup
795,cake flour,0.133333333333 cups unbleached cake flour,E_146,0.5,0.133333333,cup
796,cake flour,8.0 cups minus 2 tablespoons cake flour,Misc_1,NA,8,cup
797,cake flour,2.33333333333 cups cake flour,Misc_100,NA,2.333333333,cup
798,cake flour,"3.2 	cups minus 3.2  tablespoons cake flour",Misc_49,NA,3.2,cup
799,cake flour,2.5 cups cake flour,Misc_94,NA,2.5,cup
800,cake mix,24.333 ounce package yellow cake mix,AR_113,0.8,24.333,ounce
801,cake mix,18.25 ounce yellow cake mix,AR_23,0.869999981,18.25,ounce
802,cake mix,36.5 ounce moist yellow cake mix,AR_99,0.858333302,36.5,ounce
1015,cinnamon,0.5 teaspoon ground cinnamon optional,AR_12,0.873469353,0.5,teaspoon
1016,cinnamon,1.3333333333333333 teaspoon ground cinnamon,AR_140,0.584615374,1.333333333,teaspoon
1017,cinnamon,2.6666666666666665 teaspoons ground cinnamon,AR_27,0.876923084,2.666666667,teaspoon
1018,cinnamon,0.6666666666666666 teaspoon ground cinnamon,AR_96,0.818181801,0.666666667,teaspoon
1019,cinnamon,0.6 teaspoon ground cinnamon,Misc_30,NA,0.6,teaspoon
1020,coconut,0.3333333333333333 cup flaked coconut,AR_140,0.584615374,0.333333333,cup
1021,coconut,1.0 cup flaked coconut,AR_28,0.873333359,1,cup
1022,coconut extract,4.0 teaspoon coconut extract,AR_107,0.927272701,4,teaspoon
1023,cookie mix,2.6666666666666665 cups basic cookie mix,AR_52,0.476190472,2.666666667,cup
1024,coriander,"0.24 	teaspoon ground coriander",Misc_52,NA,0.24,teaspoon
1025,corn syrup,0.5 cup karo® light or dark corn syrup,AR_88,0.955555534,8,tablespoon
1026,corn syrup,4.0 tablespoons light corn syrup,Misc_6,NA,4,tablespoon
1027,cornstarch,2.13333333333 teaspoons cornstarch,Misc_111,NA,2.133333333,teaspoon
1028,cornstarch,2.13333333333 teaspoons cornstarch,Misc_15,NA,2.133333333,teaspoon
1029,cornstarch,3.0 teaspoon cornstarch,Misc_19,NA,3,teaspoon
1030,cornstarch,4.0 teaspoons cornstarch,Misc_56,NA,4,teaspoon
1031,cornstarch,8.0 teaspoons cornstarch,Misc_86,NA,8,teaspoon
1032,cornstarch,8.0 tsp cornstarch,Misc_87,NA,8,teaspoon
1033,cornstarch,1.33333333333 tsp. cornstarch,Misc_95,NA,1.333333333,teaspoon
1034,cream,1.3333333333333333 teaspoon cream,AR_96,0.818181801,1.333333333,teaspoon
1035,crispy rice,0.8 cup crispy rice cereal,AR_118,0.830769253,0.8,cup
1036,crispy rice,0.6666666666666666 cup crispy rice cereal,AR_19,0.880000019,0.666666667,cup
1037,crispy rice,0.5 cup crispy rice cereal,AR_280,NA,0.5,cup
1038,egg,2.0 eggs,AR_1,0.920724583,2,egg
1039,egg,1.6 eggs,AR_10,0.905162048,1.6,egg
1040,egg,1.476923076923077 eggs,AR_101,0.6,1.476923077,egg
1041,egg,2.6666666666666665 eggs,AR_102,0.9375,2.666666667,egg
1042,egg,1.6 eggs,AR_103,0.88125,1.6,egg
1043,egg,8.0 eggs,AR_107,0.927272701,8,egg
1044,egg,1.1428571428571428 eggs,AR_108,0.867741966,1.142857143,egg
1045,egg,1.3333333333333333 eggs,AR_109,0.871794891,1.333333333,egg
1046,egg,2.6666666666666665 eggs,AR_11,0.902891922,2.666666667,egg
1047,egg,1.0 egg,AR_110,0.868292713,1,egg
1048,egg,4.0 eggs,AR_111,1,4,egg
1049,egg,2.6666666666666665 eggs,AR_113,0.8,2.666666667,egg
1050,egg,1.0 egg,AR_116,0.847999954,1,egg
1051,egg,1.6 eggs,AR_118,0.830769253,1.6,egg
1052,egg,2.0 eggs,AR_119,0.845714283,2,egg
1053,egg,2.0 eggs,AR_12,0.873469353,2,egg
1054,egg,4.0 eggs,AR_128,0.714285707,4,egg
1055,egg,4.0 egg,AR_13,0.909016418,4,egg
1056,egg,1.3333333333333333 eggs,AR_14,0.90666666,1.333333333,egg
1057,egg,2.6666666666666665 eggs,AR_140,0.584615374,2.666666667,egg
1058,egg,2.6666666666666665 eggs,AR_141,0.784615374,2.666666667,egg
1059,egg,4.0 eggs,AR_142,0.671428585,4,egg
1060,egg,2.0 egg,AR_144,0.442857122,2,egg
1061,egg,2.0 eggs,AR_15,0.924302769,2,egg
1062,egg,2.6666666666666665 eggs,AR_155,0.931135178,2.666666667,egg
1063,egg,4.0 egg,AR_156,0.924294472,4,egg
1064,egg,4.0 egg yolk,AR_156,0.924294472,4,egg
1065,egg,2.2857142857142856 eggs,AR_16,0.85882349,2.285714286,egg
1066,egg,2.0 large eggs,AR_164,0.917012405,2,egg
1067,egg,2.6666666666666665 eggs,AR_169,0.873728848,2.666666667,egg
1068,egg,2.6666666666666665 eggs,AR_19,0.880000019,2.666666667,egg
1069,egg,4.0 eggs,AR_195,0.585714293,4,egg
1070,egg,2.6666666666666665 eggs,AR_196,0.785929632,2.666666667,egg
1071,egg,4.0 egg,AR_197,0.706521749,4,egg
1072,egg,1.3333333333333333 egg,AR_2,0.937981987,1.333333333,egg
1073,egg,2.6666666666666665 eggs,AR_21,0.881944466,2.666666667,egg
1074,egg,1.3333333333333333 egg,AR_218,0.877419376,1.333333333,egg
1075,egg,2.0 eggs,AR_23,0.869999981,2,egg
1076,egg,4.0 eggs,AR_256,0.870253181,4,egg
1077,egg,2.0 eggs,AR_26,0.9,2,egg
1078,egg,1.3333333333333333 egg,AR_27,0.876923084,1.333333333,egg
1079,egg,4.0 eggs,AR_28,0.873333359,4,egg
1080,egg,2.0 eggs,AR_3,0.917986774,2,egg
1081,egg,1.0 egg,AR_30,0.859829044,1,egg
1082,egg,3.2 eggs,AR_32,0.830769253,3.2,egg
1083,egg,2.6666666666666665 eggs,AR_33,0.826666641,2.666666667,egg
1084,egg,4.0 egg,AR_35,0.843636322,4,egg
1085,egg,2.6666666666666665 eggs,AR_37,0.8,2.666666667,egg
