ogArtist,songName,badword,count,category,year,isCensored,isPresent,ogLyric,kbLyric
Fall Out Boy,uma thurman,death,7,violence,2015,1,1,May nothing but death do us part,May nothing but this do us part
Fall Out Boy,uma thurman,hell,1,profanity,2015,1,1,"And CK Eternity, oh hell yes","It ends through eternity, oh yeah yes"
Fall Out Boy,uma thurman,sex,1,sexual,2015,1,1,"The stench, the stench of summer sex","The stench, the stench, of sunny heads"
Fergie,big girls don't cry,skin,1,sexual,2008,1,1,The smell of your skin lingers on me now,The smell of the air lingers with me now
Fergie,clumsy,god,1,other,2008,1,1,"She can't help it, the girl can't help it (Oh, God!)","She can't help it, the girl can't help it, oh babe"
Fergie,glamorous,ass,1,profanity,2007,1,1,"If you ain't got no money, take yo' broke ass home, you say it!",If you ain't got no money take your broke self home
Fergie,glamorous,ass,2,profanity,2007,1,1,"""If you ain't got no money, take yo' broke ass home!""",If you ain't got no money take your broke self home
Fergie,glamorous,ass,3,profanity,2007,1,1,"So if you ain't got no money, take yo' broke ass home",cuts verse
Fergie,glamorous,ass,4,profanity,2007,1,1,"(If you ain't got no money, take yo' broke ass home, you say it!)",If you ain't got no money take your broke self home
Fergie,glamorous,ass,5,profanity,2007,1,1,"(""If you ain't got no money, take yo' broke ass home!"")",If you ain't got no money take your broke self home
Fergie,glamorous,ass,6,profanity,2007,1,1,"(He said, if you ain't got no money, take yo' broke ass home, you say it!)",cuts verse
Fergie,glamorous,ass,7,profanity,2007,1,1,"(""If you ain't got no money, take yo' broke ass home!"")",If you ain't got no money take your broke self home
Fergie,glamorous,champagne,1,alcohol & drugs,2007,1,1,Popping champagne,"We flyin' first class, livin' the life"
Fergie,glamorous,champagne,2,alcohol & drugs,2007,1,1,Popping champagne,"We flyin' first class, livin' the life"
Fergie,glamorous,champagne,3,alcohol & drugs,2007,1,1,"I'm talking champagne wishes, caviar dreams",cuts verse
Fergie,glamorous,champagne,4,alcohol & drugs,2007,1,1,Popping champagne,"We flyin' first class, livin' the life"
Fergie,glamorous,damn,1,profanity,2007,1,1,"Damn, it's been a long road and the industry is cold","Yeah, it's been a long road and the industry is cold"
Fergie,glamorous,dope,1,alcohol & drugs,2007,1,1,"When I'd rock on MTV, that'd be really dope","When I'd rock on MTV, that'd be really cool"
Fergie,glamorous,fetish,1,other,2007,1,1,Plus I gotta keep enough lettuce to support your shoe fetish,cuts verse
Fergie,glamorous,fuck,1,profanity,2007,1,1,Telling me these crazy things that I don't wanna know (Fuck y'all),Tellin' me these crazy things that I don't want to know
Fergie,glamorous,hell,1,profanity,2007,1,1,"I still go to Taco Bell, drive-thru, raw as hell","I still go to Taco Bell, drive through, raw, yeah"
Fifth Harmony,that's my girl,body,1,sexual,2017,1,1,Got yourself this flawless body,Got yourself this stress out body
Fifth Harmony,that's my girl,damn,1,profanity,2017,1,1,"Yeah, who's been working so damn hard?","Yeah, who's been working so so hard?"
Fifth Harmony,worth it,club,1,other,2015,1,1,Uh in the club with the lights off,cuts verse
Fifth Harmony,worth it,club,2,other,2015,1,1,Uh in the club with the lights off,cuts verse
Flo Rida,club can't handle me,ball,1,other,2011,1,1,Ball out 'cause that's the business,Fall out cause that's the business
Flo Rida,club can't handle me,ball,2,other,2011,1,1,"We can ball, so, ahh!","We can ball, so, ah"
Flo Rida,gdfr,ass,1,profanity,2015,1,1,Get that ass on the floor,cuts verse
Flo Rida,gdfr,blow,1,alcohol & drugs,2015,1,1,My team blowin' on that slam,cuts verse
Flo Rida,gdfr,freak,1,sexual,2015,1,1,"If you're a freak, then you comin' home with me",If you can dance then you're dancing here with me
Flo Rida,gdfr,freak,2,sexual,2015,1,1,"If you're a freak, then you comin' home with me",If you can dance then you're dancing here with me
Flo Rida,gdfr,freak,3,sexual,2015,1,1,"If you're a freak, then you comin' home with me",If you can dance then you're dancing here with me
Flo Rida,gdfr,kiss,1,sexual,2015,1,1,"Yo' girl just kissed a girl, I do bi chicks","Your girl just danced the twirl, I do high kicks"
Flo Rida,gdfr,man,1,identity,2015,1,1,"We the plus, your man a minus",cuts verse
Flo Rida,gdfr,touch,1,sexual,2015,1,1,My touch say it's the Midas,cuts verse
Flo Rida,good feeling,drink,1,alcohol & drugs,2012,1,1,Like you the one drinking what God sip—dot com,Like you the one thinking what gossip got done
Flo Rida,good feeling,god,1,other,2012,1,1,Like you the one drinking what God sip—dot com,Like you the one thinking what gossip got done
Flo Rida,good feeling,tongue,1,sexual,2012,1,1,Now I gotta word for your tongue,Now I gotta work with your song
Flo Rida,"i don't like it, i love it",booty,1,sexual,2015,1,1,"Feel the bass, let ya booty go","Feel the base, let the music go"
Flo Rida,my house,champagne,1,alcohol & drugs,2016,1,1,"Open up the champagne, pop!",This is how we do it! Kidz bop!
Flo Rida,my house,clothes,1,sexual,2016,1,1,"Keep our clothes on the floor, open up champagne","Keep our hands in the air, open up and dance"
Flo Rida,my house,pour,1,alcohol & drugs,2016,1,1,"Pour yourself something cold, baby, cheers to this","Play a song, something good, come on dance to this"
Flo Rida,my house,vodka,1,alcohol & drugs,2016,1,1,"Another shot of vodka, you know what's in my glass","Another song to move to, you know my favorite track"
Flo Rida,wild ones,high,2,alcohol & drugs,2012,1,1,"I like 'em untamed, don't tell me high pain","I like em untamed, don't tell me how pain"
Florida Georgia Line,cruise,bikini,1,sexual,2014,1,1,"Yeah, when I first saw that bikini top on her","Yeah, when I first saw that pretty smile on her "
Florida Georgia Line,cruise,blow,1,alcohol & drugs,2014,1,1,Down a back road blowing stop signs through the middle,Down a back road blowin' thru pines through the middle 
Florida Georgia Line,cruise,blow,2,alcohol & drugs,2014,1,1,Down a back road blowing stop signs through the middle,Down a back road blowin' thru pines through the middle 
Florida Georgia Line,cruise,blow,3,alcohol & drugs,2014,1,1,Down a back road blowing stop signs through the middle,Down a back road blowin' thru pines through the middle 
Florida Georgia Line,cruise,blow,4,alcohol & drugs,2014,1,1,Down a back road blowing stop signs through the middle,Down a back road blowin' thru pines through the middle 
Florida Georgia Line,cruise,chest,1,sexual,2014,1,1,"Girl, you sure got the beat in my chest bumping",cuts verse
Florida Georgia Line,cruise,hell,1,profanity,2014,1,1,Would look a hell of a lot better with you up in it,Would look a heck of a lot better with us up in it
Florida Georgia Line,cruise,hell,2,profanity,2014,1,1,Would look a hell of a lot better with you up in it,Would look a heck of a lot better with us up in it
Florida Georgia Line,cruise,hell,4,profanity,2014,1,1,Would look a hell of a lot better with you up in it,Would look a heck of a lot better with us up in it
Florida Georgia Line,cruise,man,1,identity,2014,1,1,"Because it felt so right, her and I, man, we felt so right",cuts verse
Florida Georgia Line,cruise,sippin,1,alcohol & drugs,2014,1,1,She was sipping on Southern and singing Marshall Tucker,She was talkin all southern and sining Marshall Tucker
Fort Minor,where’d you go,fuck,1,profanity,2006,1,1,"So, I want you to know it's a little fucked up","So, I want you to know it's a little messed up"
Fort Minor,where’d you go,fuck,2,profanity,2006,1,1,"And I'll tell you, I want you to know it's a little fucked up","And I'll tell you, I want you to know it's a little messed up"
Fort Minor,where’d you go,fuck,3,profanity,2006,1,1,I want you to know it's a little fucked up,I want you to know it's a little messed up
Fort Minor,where’d you go,shit,1,profanity,2006,1,1,"She said, ""Some days, I feel like shit","She said, ""Some days I feel so bad"""
Fort Minor,where’d you go,shit,2,profanity,2006,1,1,"Shit, I find myself just filling my time","Yeah, I find myself just fillin' my time"
Fort Minor,where’d you go,shit,3,profanity,2006,1,1,"I was like, that's the shit, right there",cuts verse
Foster the People,sit next to me,man,1,identity,2019,1,1,"Got me praying, man, this hunger, and feeling something rotten","Just got me praying that it's longer, feeling something rotten"
Foster the People,sit next to me,sober,1,alcohol & drugs,2019,1,1,"And now it’s over, we’re sober, symptoms of the culture","And now it’s over, we’re older, symptoms of the culture"
​fun.,some nights,bed,1,sexual,2013,1,1,I found a martyr in my bed tonight,I found a martyr in my head tonight
​fun.,some nights,die,1,violence,2013,1,1,Who the fuck wants to die alone,Who the heck wants to be alone
​fun.,some nights,fuck,1,profanity,2013,1,1,Who the fuck wants to die alone,Who the heck wants to be alone
​fun.,some nights,lord,1,other,2013,1,1,"Oh, Lord, I'm still not sure what I stand for, oh","Oh, no, I'm still not sure what I stand for, oh"
​fun.,some nights,lord,2,other,2013,1,1,"Oh Lord, I'm still not sure what I stand for, oh","Oh, no, I'm still not sure what I stand for, oh"
Gotye,somebody that i used to know,die,1,violence,2012,1,1,Like when you said you felt so happy you could die,Like when you said you felt so happy you could cry
Green Day,boulevard of broken dreams,fuck,1,profanity,2005,1,1,"What's fucked up, and everything's all right",What's messed up and everything's all right
Hailee Steinfeld & Grey,starving,body,1,sexual,2017,1,1,"By the way, right away, you do things to my body","By the way, by the way, you do things to my heartbeat"
Hailee Steinfeld & Grey,starving,body,2,sexual,2017,1,1,"By the way, right away, you do things to my body","By the way, by the way, you do things to my heartbeat"
Hailee Steinfeld & Grey,starving,body,3,sexual,2017,1,1,"By the way, right away, you do things to my body","By the way, by the way, you do things to my heartbeat"
Hailee Steinfeld & Grey,starving,body,4,sexual,2017,1,1,"By the way, right away, you do things to my body","By the way, by the way, you do things to my heartbeat"
Hailee Steinfeld & Grey,starving,body,5,sexual,2017,1,1,"By the way, right away, you do things to my body","By the way, by the way, you do things to my heartbeat"
Hailee Steinfeld & Grey,starving,damn,1,profanity,2017,1,1,Don't need no butterflies when you give me the whole damn zoo,Don't need no butterflies when you give me the total zoo
Hailee Steinfeld & Grey,starving,damn,2,profanity,2017,1,1,Don't need no butterflies when you give me the whole damn zoo,Don't need no butterflies when you give me the total zoo
Halsey,bad at love,bitch,1,profanity,2018,1,1,Now he's gone and he's calling me a bitch again,Now he's gone and he's calling me to talk again
Halsey,bad at love,jack,1,alcohol & drugs,2018,1,1,And he tastes like Jack when I'm kissing him,And it takes me back when I think of him
Halsey,bad at love,kiss,1,sexual,2018,1,1,And he tastes like Jack when I'm kissing him,And it takes me back when I think of him
Halsey,without me,demon,1,other,2019,1,1,Just runnin' from the demons in your mind,Just running from the feelings in your mind
Halsey,without me,fuck,1,profanity,2019,1,1,"And if they laugh, then fuck 'em all (All)","And if they laugh, then trick 'em all"
Halsey,without me,fuck,2,profanity,2019,1,1,"And if they laugh, then fuck 'em all (All)","And if they laugh, then trick 'em all"
Halsey,without me,high,1,alcohol & drugs,2019,1,1,"Feelin' so high, but too far away to hold me","Feelin' so fly, but too far away to hold me"
Halsey,without me,high,2,alcohol & drugs,2019,1,1,"Feelin' so high, but too far away to hold me","Feelin' so fly, but too far away to hold me"
Halsey,without me,high,3,alcohol & drugs,2019,1,1,"Feelin' so high, but too far away to hold me","Feelin' so fly, but too far away to hold me"
Hilary Duff,come clean,sanity,4,other,2004,1,1,"Oh, I'm coming clean (Let it wash away my sanity)","Let it wash away, my sanity"
Hilltop Hoods,exit sign (ft. ecca vandal & illy),amen,1,other,2019,1,1,"But don't mind it if it cause offence, we make moves not amends",cuts verse
Hilltop Hoods,exit sign (ft. ecca vandal & illy),fuck,1,profanity,2019,1,1,But I don't give a fuck about the money,But I don't give a thought about the money
Hilltop Hoods,exit sign (ft. ecca vandal & illy),fuck,2,profanity,2019,1,1,And I don't give a fuck about the party,And I don't give a thought about the party
Hilltop Hoods,exit sign (ft. ecca vandal & illy),fuck,3,profanity,2019,1,1,I give a fuck about in this phoney world is Ari,I give a thought about in this phoney world is Ari
Hilltop Hoods,exit sign (ft. ecca vandal & illy),god,1,other,2019,1,1,"You in it for your fifteen minutes, it's quarter past then, goddamn",cuts verse
Hilltop Hoods,exit sign (ft. ecca vandal & illy),jesus,1,other,2019,1,1,"Jesus wept, ha, I don't mean it",cuts verse
Icona Pop,i love it,bitch,1,profanity,2013,1,1,"You're from the '70s, but I'm a '90s bitch","You're from the 70's, but I'm a Kidz Bop Kid!"
Icona Pop,i love it,bitch,2,profanity,2013,1,1,"You're from the '70s, but I'm a '90s bitch","You're from the 70's, but I'm a Kidz Bop Kid!"
Icona Pop,i love it,damn,1,profanity,2013,1,1,"You're so damn hard to please, we gotta kill this switch","You're so,so hard to please, we gotta flip this switch"
Icona Pop,i love it,damn,2,profanity,2013,1,1,"You're so damn hard to please, we gotta kill this switch","You're so,so hard to please, we gotta flip this switch"
Icona Pop,i love it,kill,1,violence,2013,1,1,"You're so damn hard to please, we gotta kill this switch","You're so,so hard to please, we gotta flip this switch"
Icona Pop,i love it,kill,2,violence,2013,1,1,"You're so damn hard to please, we gotta kill this switch","You're so,so hard to please, we gotta flip this switch"
Icona Pop,i love it,shit,1,profanity,2013,1,1,I threw your shit into a bag and pushed it down the stairs,I threw your stuff into a bag and pushed it down the stairs
Icona Pop,i love it,shit,2,profanity,2013,1,1,I threw your shit into a bag and pushed it down the stairs,I threw your stuff into a bag and pushed it down the stairs
Icona Pop,i love it,shit,3,profanity,2013,1,1,I threw your shit into a bag and pushed it down the stairs,I threw your stuff into a bag and pushed it down the stairs
Iggy Azalea,fancy,bitch,1,profanity,2015,1,1,You should want a bad bitch like this (Huh?),cuts verse
Iggy Azalea,fancy,champagne,1,alcohol & drugs,2015,1,1,"Champagne spilling, you should taste that",cuts verse
Iggy Azalea,fancy,drunk,1,alcohol & drugs,2015,1,1,"Trash the hotel, let's get drunk on the minibar",cuts verse
Iggy Azalea,fancy,fuck,1,profanity,2015,1,1,"Chandelier swinging, we don't give a fuck",cuts verse
Iggy Azalea,fancy,gun,1,violence,2015,1,1,"Slayin' these hoes, gold trigger on the gun like",cuts verse
Iggy Azalea,fancy,high,1,alcohol & drugs,2015,1,1,"High heels, something worth a half a ticket on my wrist (On my wrist)",cuts verse
Iggy Azalea,fancy,liquor,1,alcohol & drugs,2015,1,1,"Taking all the liquor straight, never chase that (Never)",cuts verse
Iggy Azalea,fancy,retard,1,profanity,2015,1,1,"That my flow retarded, each beat dear, departed","And my flow just started, each speak it, depart it"
Iggy Azalea,fancy,slay,1,violence,2015,1,1,"Slayin' these hoes, gold trigger on the gun like",cuts verse
Iggy Azalea,fancy,touch,1,sexual,2015,1,1,"Classic, expensive, you don't get to touch, ow!",cuts verse
Iggy Azalea,fancy,touch,2,sexual,2015,1,1,"Hot girl, hands off, don't touch that",cuts verse
Iggy Azalea,fancy,trigger,1,violence,2015,1,1,"Slayin' these hoes, gold trigger on the gun like",cuts verse
Imagine Dragons,believer,bullet,1,violence,2017,1,1,"Pain! Oh, let the bullets fly, oh, let them rain","Pain! Let the feelings fly, oh let them rain"
Imagine Dragons,believer,bullet,2,violence,2017,1,1,"Pain! Oh, let the bullets fly, oh, let them rain","Pain! Let the feelings fly, oh let them rain"
Imagine Dragons,believer,bullet,3,violence,2017,1,1,"Pain! Oh, let the bullets fly, oh, let them rain","Pain! Let the feelings fly, oh let them rain"
Imagine Dragons,natural,bleed,1,violence,2019,1,1,"Cut until it bleeds inside a world without the peace, facing","Sing until you scream, inside a world without the peace, face it"
Imagine Dragons,natural,blood,1,violence,2019,1,1,"Took an oath by the blood of my hand, won't break it","Took an oath by the palm of my hand, won't break it"
Imagine Dragons,natural,cut,1,violence,2019,1,1,"Cut until it bleeds inside a world without the peace, facing","Sing until you scream, inside a world without the peace, face it"
Imagine Dragons,natural,cutthroat,1,violence,2019,1,1,Living your life cutthroat,"Living your life, you know"
Imagine Dragons,natural,cutthroat,2,violence,2019,1,1,Living your life cutthroat,"Living your life, you know"
Imagine Dragons,natural,cutthroat,3,violence,2019,1,1,Living your life cutthroat,"Living your life, you know"
Imagine Dragons,natural,sin,1,other,2019,1,1,Will Heaven step in? Will it save us from our sin? Will it?,Will Heaven step in? Will it save us from within? Will it?
Imagine Dragons,thunder,gun,1,violence,2018,1,1,Just a young gun with a quick fuse,Just a young one with a quick fuse
Imagine Dragons,whatever it takes,body,2,sexual,2018,1,1,And leave the body and the soul to be a part of thee,cuts verse
Imagine Dragons,whatever it takes,die,1,violence,2018,1,1,At least I'll go down to the grave and die happily,cuts verse
Iyaz,replay,gun,1,violence,2010,1,1,"That girl, is a gun to my holster",Like somethin' off a poster
Iyaz,replay,gun,2,violence,2010,1,1,"That girl, is a gun to my holster",Like somethin' off a poster
J Balvin & Willy William,mi gente,man,1,identity,2018,1,1,"J Balvin, man",It's boppin 'now
James Arthur,say you won't let go,bed,1,sexual,2017,1,1,I'll wake you up with some breakfast in bed,cuts verse
James Arthur,say you won't let go,chest,1,sexual,2017,1,1,I pulled you closer to my chest,I said I thought you were the best
James Arthur,say you won't let go,drank,1,alcohol & drugs,2017,1,1,We drank too much,We sang so much
James Arthur,say you won't let go,kiss,1,sexual,2017,1,1,With a kiss on your head,cuts verse
James Arthur,say you won't let go,sober,1,alcohol & drugs,2017,1,1,"For a minute, I was stone cold sober","For a minute, I was feeling older"
James Blunt,you're beautiful,fuck,1,profanity,2006,1,1,"She could see from my face that I was, fucking high",She could see from my face that I was flying high
Jason Derulo,it girl,body,1,sexual,2012,1,1,"If I get your body close, not letting go",If I ever get you close not letting go
Jason Derulo,it girl,crime,1,violence,2012,1,1,Loving you could be a crime,Hang with me well be just fine
Jason Derulo,it girl,crime,2,violence,2012,1,1,Loving you could be a crime,Hang with me well be just fine
Jason Derulo,it girl,crime,3,violence,2012,1,1,Loving you could be a crime,Hang with me well be just fine
Jason Derulo,it girl,drunk,1,alcohol & drugs,2012,1,1,They don't get another shot 'cause you're love drunk,They don't get another shot cause you're in love
Jason Derulo,it girl,maniac,1,other,2012,1,1,"I been like a maniac, insomniac",I've been like a manic insomniac
Jason Derulo,it girl,shit,1,profanity,2012,1,1,"You can be my it girl, baby, you the shit, girl","You could be my it girl, baby you're the it girl"
Jason Derulo,it girl,shit,2,profanity,2012,1,1,"You can be my it girl, baby, you the shit, girl","You could be my it girl, baby you're the it girl"
Jason Derulo,it girl,shit,3,profanity,2012,1,1,"You can be my it girl, baby, you the shit, girl (ooh, woo)","You could be my it girl, baby you're the it girl"
Jason Mraz,i'm yours,damn,1,profanity,2009,1,1,"Open up your plans and, damn, you're free",Open up your plans and see you're free
Jason Mraz,i'm yours,damn,2,profanity,2009,1,1,"Open up your plans and, damn, you're free (No more, no more)",Open up your plans and see you're free
Jay Sean,do you remember,kiss,1,sexual,2010,1,1,How many years do you want come kiss dis I know you miss this,cuts verse
Jay Sean,do you remember,sip,1,alcohol & drugs,2010,1,1,Girl take a sip of the champange take a lil trip down my lane my girl,cuts verse
Jennifer Lopez,dance again,bless,1,other,2012,1,1,"But I told them, 'hallelujah, have a blessed day'",cuts verse
Jennifer Lopez,dance again,chest,1,sexual,2012,1,1,Mami let me open your treasure chest,cuts verse
Jennifer Lopez,dance again,death,1,violence,2012,1,1,"Playboy to the death (uh, yes)",cuts verse
Jennifer Lopez,dance again,dirty,1,sexual,2012,1,1,I'm a old dirty dog all day,cuts verse
Jennifer Lopez,dance again,lips,1,sexual,2012,1,1,"Your lips taste like heaven, so why should I stop?","Your song is like heaven, so why should I stop?"
Jennifer Lopez,dance again,woman,1,identity,2012,1,1,"Mr Worldwide, and the world's most beautiful woman",cuts verse
Jennifer Lopez,dance again,women,1,identity,2012,1,1,Make women comfortable,cuts verse
Jennifer Lopez,jenny from the block,god,1,other,2003,1,1,Put God first and can't forget to stay real (Real),Can't forget to stay real
Jennifer Lopez,jenny from the block,men,1,identity,2003,1,1,"Men go working, some go stealing",cuts verse
Jennifer Lopez,jenny from the block,women,1,identity,2003,1,1,Children grow and women producing,cuts verse
Jesse McCartney,how do you sleep?,bang,1,sexual,2009,1,1,Not only does your body bang,cuts verse
Jesse McCartney,how do you sleep?,body,1,sexual,2009,1,1,Not only does your body bang,cuts verse
Jesse McCartney,how do you sleep?,damn,1,profanity,2009,1,1,Damn those sweet memories,"Ya, those sweet memories"
Jesse McCartney,how do you sleep?,damn,2,profanity,2009,1,1,Damn those sweet memories,"Ya, those sweet memories"
Jesse McCartney,how do you sleep?,damn,3,profanity,2009,1,1,"They say ""We saw your girl at the game and damn",cuts verse
Jesse McCartney,how do you sleep?,damn,4,profanity,2009,1,1,Damn those sweet memories,"Ya, those sweet memories"
Jesse McCartney,how do you sleep?,damn,5,profanity,2009,1,1,Damn those sweet memories,"Ya, those sweet memories"
Jesse McCartney,how do you sleep?,damn,6,profanity,2009,1,1,Damn those sweet memories,"Ya, those sweet memories"
Jesse McCartney,how do you sleep?,sleep,5,sexual,2009,1,1,"Tell me that you're gettin' no sleep, can't think",cuts verse
Jessie J,domino,damn,1,profanity,2012,1,1,"Damn, this love is skin tight",Done this club up real tight
Jessie J,domino,damn,2,profanity,2012,1,1,"Damn, this love is skin tight",Done this club up real tight
Jessie J,domino,dirty,1,sexual,2012,1,1,Dirty dancing in the moonlight,Now we're dancing in the moonlight
Jessie J,domino,dirty,2,sexual,2012,1,1,Dirty dancing in the moonlight,Now we're dancing in the moonlight
Jessie J,domino,dirty,3,sexual,2012,1,1,Dirty dancing in the moonlight,Now we're dancing in the moonlight
Jessie J,domino,dirty,4,sexual,2012,1,1,Dirty dancing in the moonlight,Now we're dancing in the moonlight
Jessie J,domino,dirty,5,sexual,2012,1,1,Dirty dancing in the moonlight,Now we're dancing in the moonlight
Jessie J,domino,dirty,6,sexual,2012,1,1,Dirty dancing in the moonlight (In the moonlight),Now we're dancing in the moonlight
Jessie J,domino,sex,1,sexual,2012,1,1,I'm feeling sexy and free,I'm feeling happy and free
Jessie J,domino,skin,1,sexual,2012,1,1,"Damn, this love is skin tight",Done this club up real tight
Jessie J,domino,skin,2,sexual,2012,1,1,"Damn, this love is skin tight",Done this club up real tight
Jessie J,domino,touch,1,sexual,2012,1,1,"When we touch, don't ever let me go","When we dance, don't ever let me go"
Jessie J,domino,touch,2,sexual,2012,1,1,"When we touch, don't ever let me go","When we dance, don't ever let me go"
Jessie J,domino,touch,3,sexual,2012,1,1,"When we touch, don't ever let me go","When we dance, don't ever let me go"
Jessie J,price tag,damn,1,profanity,2011,1,1,Acting so damn mysterious,Acting so mysterious
Jessie J,price tag,man,1,identity,2011,1,1,"Okay, Coconut Man, Moonhead and Pea",cuts verse
Jet (band),are you gonna be my girl,man,1,identity,2004,1,1,"But you were with another man, yeah","But you were with another boy, yeah"
Jet (band),are you gonna be my girl,man,2,identity,2004,1,1,"But you were with another man, yeah","But you were with another boy, yeah"
Jet (band),are you gonna be my girl,man,3,identity,2004,1,1,"But you were with another man, yeah","But you were with another boy, yeah"
John Legend,all of me,curve,1,sexual,2014,1,1,Love your curves and all your edges,Love your words and all your edges
John Legend,all of me,curve,2,sexual,2014,1,1,Love your curves and all your edges,Love your words and all your edges
John Legend,all of me,curve,3,sexual,2014,1,1,Love your curves and all your edges,Love your words and all your edges
Jon Bellion,all time low,lips,1,sexual,2017,1,1,Would put your lips on mine and love the aftertaste,We put your hand in mine and love the afterthought now
Jon Bellion,all time low,shit,1,profanity,2017,1,1,"But that shit's broken, that shit's broken","But that thing is broken, that thing is broken"
Jon Bellion,all time low,shit,2,profanity,2017,1,1,"But that shit's broken, that shit's broken","But that thing is broken, that thing is broken"
Jon Bellion,all time low,shit,3,profanity,2017,1,1,"But that shit's broken, that shit's broken","But that thing is broken, that thing is broken"
Jonas Brothers,cool,dammit,1,profanity,2019,1,1,"Well, dammit, I'm feelin' so cool, yeah","Yeah, you know I'm feelin' so cool, yeah"
Jonas Brothers,cool,dammit,2,profanity,2019,1,1,"Dammit, I'm feelin' so coo-oo-oo-oo-oo-ool",You know I'm feelin' so coo-oo-oo-oo-oo-ool
Jonas Brothers,cool,dammit,3,profanity,2019,1,1,"Dammit, I'm feeling so coo-oo-oo-oo-oo-ool (Cool)",You know I'm feeling so coo-oo-oo-oo-oo-ool (Cool)
Jonas Brothers,cool,dammit,4,profanity,2019,1,1,"Dammit, I'm feelin' so coo-oo-oo-oo-oo-ool",You know I'm feelin' so coo-oo-oo-oo-oo-ool
Jonas Brothers,cool,dammit,5,profanity,2019,1,1,"Cause dammit, I'm feeling so coo-oo-oo-oo-oo-ool (Cool)",Cause you know I'm feeling so coo-oo-oo-oo-oo-ool (Cool)
Jonas Brothers,cool,dammit,6,profanity,2019,1,1,"Dammit, I'm feelin' so coo-oo-oo-oo-oo-ool",You know I'm feelin' so coo-oo-oo-oo-oo-ool
Jonas Brothers,cool,dammit,7,profanity,2019,1,1,"Cause dammit, I'm feeling so coo-oo-oo-oo-oo-ool (Cool)",Cause you know I'm feeling so coo-oo-oo-oo-oo-ool (Cool)
Jonas Brothers,cool,high,1,alcohol & drugs,2019,1,1,I'm feelin' high like a late night summer of last year (Yeah),I'm feelin' cool like a late night summer of last year (Yeah)
Jonas Brothers,sucker,bars,1,alcohol & drugs,2019,1,1,I've been dancin' on top of cars and stumblin' out of bars,I've been dancin' on top of cars and stumblin' really far
Jonas Brothers,sucker,bars,2,alcohol & drugs,2019,1,1,I've been dancin' on top of cars and stumblin' out of bars,I've been dancin' on top of cars and stumblin' really far
Jonas Brothers,sucker,bars,3,alcohol & drugs,2019,1,1,I've been dancin' on top of cars and stumblin' out of bars,I've been dancin' on top of cars and stumblin' really far
Jordin Sparks,battlefield,fight,5,violence,2010,1,1,(What are we fighting for?),cuts verse
Jordin Sparks,battlefield,war,1,violence,2010,1,1,One word turns into war,"One word turns in two, oh"
Jordin Sparks,no air,die,1,violence,2008,1,1,If I should die before I wake,If I should fly before I wake
Julia Michaels,issues,high,1,alcohol & drugs,2017,1,1,"When I'm high, I don't come down",When I'm up I don't come down
Julia Michaels,issues,shit,1,profanity,2017,1,1,You do shit on purpose,You do things on purpose
Justin Bieber,beauty and a beat,bitch,1,profanity,2013,1,1,Bitches couldn't get on my incline,cuts verse
Justin Bieber,beauty and a beat,body,1,sexual,2013,1,1,Body rock,Really rock
Justin Bieber,beauty and a beat,body,2,sexual,2013,1,1,"Girl, I can feel your body rock (Ayy-ayy-ayy)","Really rock, girl, I can see your really rock (eh, eh, eh)"
Justin Bieber,beauty and a beat,body,3,sexual,2013,1,1,"Body rock (Yeah, yeah, yeah)",cuts verse
Justin Bieber,beauty and a beat,body,4,sexual,2013,1,1,"Girl, I wanna feel your body rock (Let's go, let's go)",cuts verse
Justin Bieber,beauty and a beat,buns,1,sexual,2013,1,1,"Buns out, weiner, but I gotta keep an eye out for Selener",cuts verse
Justin Bieber,beauty and a beat,ink,1,other,2013,1,1,"In time, ink lines",cuts verse
Justin Bieber,beauty and a beat,priest,1,other,2013,1,1,Beautiful confessions of the priest,cuts verse
Justin Bieber,love yourself,sleep,1,sexual,2016,1,1,"But now I know, I'm better sleeping on my own","And now I know, I'm better living on my own"
Justin Timberlake,can't stop the feeling!,body,2,sexual,2016,1,1,I feel that hot blood in my body when it drops,"I feel that hot blood in my body when it drops, ooh"
Justin Timberlake,can't stop the feeling!,body,5,sexual,2016,1,1,Wanna see you move your body,cuts verse
Justin Timberlake,can't stop the feeling!,creep,1,other,2016,1,1,"A feeling good, good, creeping up on you","A feeling good, good, dancing here with you"
Justin Timberlake,can't stop the feeling!,creep,2,other,2016,1,1,"A feeling good, good, creeping up on you","A feeling good, good, dancing here with you"
Justin Timberlake,can't stop the feeling!,creep,3,other,2016,1,1,"Feeling good, good, creeping up on you","Feeling good, good, dancing here with you"
Justin Timberlake,my love,die,1,violence,2007,1,1,"You don't come, I ain't gon' die",cuts verse
Justin Timberlake,my love,high,1,alcohol & drugs,2007,1,1,Cause the girls worldwide throw they hands up high,cuts verse
Justin Timberlake,my love,high,2,alcohol & drugs,2007,1,1,You say you wanna kick it when I ain't so high (Man),cuts verse
Justin Timberlake,my love,man,1,identity,2007,1,1,"I don't know what you hesitatin' for, man",cuts verse
Justin Timberlake,my love,man,2,identity,2007,1,1,"But if you got a man, try to lose him if you can",cuts verse
Justin Timberlake,my love,man,3,identity,2007,1,1,Cause you ain't been seen with a man so fly,cuts verse
Justin Timberlake,my love,man,4,identity,2007,1,1,You say you wanna kick it when I ain't so high (Man),cuts verse
