"name","college","link","smallMult","rank","draft_year","draft_rd","draft_pk","recruit_year","avgRank","top","highSchool","coll","draft","rookie","valid_seasons","allstar","bad","good","great","highest"
"Aaron Gray","University of Pittsburgh","/players/g/grayaa01.html",0,,2007,,,,,0,1,1,1,1,0,,1,,,"bad"
"Eric Moreland","Oregon State University","/players/m/moreler01.html",0,,2014,,,,,0,1,1,1,1,0,,1,,,"bad"
"Devin Green","Hampton University","/players/g/greende01.html",0,,2005,,,,,0,1,1,1,0,0,,,,,"rookie"
"Adam Morrison","Gonzaga University","/players/m/morriad01.html",0,,2006,,,,193,0,1,1,1,1,1,,1,,,"bad"
"Jeff Green","Georgetown University","/players/g/greenje02.html",0,,2007,,,,124.6,0,1,1,1,1,10,,1,,,"bad"
"Darius Morris","University of Michigan","/players/m/morrida01.html",0,,2011,,,,,0,1,1,1,1,0,,1,,,"bad"
"Willie Green","University of Detroit Mercy","/players/g/greenwi01.html",0,,2003,,,,175,0,1,1,1,1,5,,1,,,"bad"
"Taylor Griffin","University of Oklahoma","/players/g/griffta01.html",0,,2009,,,,,0,1,1,1,0,0,,,,,"rookie"
"Jorge Gutierrez","University of California","/players/g/gutiejo01.html",0,,2013,,,,,0,1,1,1,1,0,,1,,,"bad"
"Mike Hall","George Washington University","/players/h/hallmi01.html",0,,2006,,,,,0,1,1,1,0,0,,,,,"rookie"
"Arnett Moultrie"," Mississippi State University","/players/m/moultar01.html",0,,2012,,,,,0,1,1,1,1,0,,1,,,"bad"
"Ben Hansbrough"," University of Notre Dame","/players/h/hansbbe01.html",0,,2012,,,,,0,1,1,1,0,0,,,,,"rookie"
"Tim Hardaway","University of Michigan","/players/h/hardati02.html",0,,2013,,,,133,0,1,1,1,1,4,,1,,,"bad"
"Kevin Murphy","Tennessee Technological University","/players/m/murphke01.html",0,,2012,,,,,0,1,1,1,0,0,,,,,"rookie"
"Josh Harrellson","University of Kentucky","/players/h/harrejo01.html",0,,2011,,,,,0,1,1,1,1,0,,1,,,"bad"
"Ronald Murray"," Shaw University","/players/m/murraro01.html",0,,2002,,,,151.875,0,1,1,1,1,4,,1,,,"bad"
"Joe Harris","University of Virginia","/players/h/harrijo01.html",0,,2014,,,,116,0,1,1,1,1,1,,,1,,"good"
"Toure' Murry","Wichita State University","/players/m/murryto01.html",0,,2013,,,,,0,1,1,1,1,0,,1,,,"bad"
"Mike Harris","Rice University","/players/h/harrimi01.html",0,,2007,,,,,0,1,1,1,1,0,,1,,,"bad"
"Mike Muscala","Bucknell University","/players/m/muscami01.html",0,,2013,,,,,0,1,1,1,1,0,,1,,,"bad"
"Juaquin Hawkins","California State University, Long Beach","/players/h/hawkiju01.html",0,,2002,,,,,0,1,1,1,0,0,,,,,"rookie"
"Lazar Hayward","Marquette University","/players/h/haywala01.html",0,,2010,,,,,0,1,1,1,1,0,,1,,,"bad"
"Gary Neal"," Towson University","/players/n/nealga01.html",0,,2010,,,,160.5,0,1,1,1,1,1,,1,,,"bad"
"Jameer Nelson","Saint Joseph's University","/players/n/nelsoja01.html",0,,2004,,,,69.7,0,1,1,1,1,10,,,1,,"good"
"David Noel","University of North Carolina","/players/n/noelda01.html",0,,2006,,,,,0,1,1,1,0,0,,,,,"rookie"
"George Hill","Indiana University-Purdue University Indianapolis","/players/h/hillge01.html",0,,2008,,,,44,0,1,1,1,1,8,,,,1,"great"
"James Nunnally","University of California, Santa Barbara","/players/n/nunnaja01.html",0,,2013,,,,,0,1,1,1,0,0,,,,,"rookie"
"Jordan Hill","University of Arizona","/players/h/hilljo01.html",0,,2009,,,,157.5,0,1,1,1,1,2,,1,,,"bad"
"Randy Holcomb"," San Diego State University","/players/h/holcora01.html",0,,2002,,,,,0,1,1,1,0,0,,,,,"rookie"
"Patrick O'Bryant","Bradley University","/players/o/obryapa01.html",0,,2006,,,,,0,1,1,1,1,0,,1,,,"bad"
"Victor Oladipo","Indiana University","/players/o/oladivi01.html",0,,2013,,,,76,0,1,1,1,1,5,,,1,,"good"
"Josh Howard","Wake Forest University","/players/h/howarjo01.html",0,,2003,,,,47,0,1,1,1,1,6,,,,1,"great"
"Josh Huestis","Stanford University","/players/h/huestjo01.html",0,,2014,,,,,0,1,1,1,1,0,,1,,,"bad"
"Arinze Onuaku","Syracuse University","/players/o/onuakar01.html",0,,2013,,,,,0,1,1,1,1,0,,1,,,"bad"
"Ryan Humphrey"," University of Notre Dame","/players/h/humphry01.html",0,,2002,,,,,0,1,1,1,1,0,,1,,,"bad"
"Kyle O'Quinn","Norfolk State University","/players/o/oquinky01.html",0,,2012,,,,,0,1,1,1,1,0,,1,,,"bad"
"Chris Hunter","University of Michigan","/players/h/huntech01.html",0,,2009,,,,,0,1,1,1,0,0,,,,,"rookie"
"Andre Owens"," University of Houston","/players/o/owensan01.html",0,,2005,,,,,0,1,1,1,1,0,,1,,,"bad"
"Chris Owens"," University of Texas at Austin","/players/o/owensch01.html",0,,2002,,,,,0,1,1,1,0,0,,,,,"rookie"
"Larry Owens","Oral Roberts University","/players/o/owensla01.html",0,,2010,,,,,0,1,1,1,1,0,,1,,,"bad"
"Cedric Jackson"," Cleveland State University","/players/j/jacksce01.html",0,,2009,,,,,0,1,1,1,0,0,,,,,"rookie"
"Jannero Pargo","University of Arkansas","/players/p/pargoja01.html",0,,2002,,,,153.5,0,1,1,1,1,1,,1,,,"bad"
"Pierre Jackson","Baylor University","/players/j/jackspi01.html",0,,2013,,,,,0,1,1,1,0,0,,,,,"rookie"
"Smush Parker","Fordham University","/players/p/parkesm01.html",0,,2002,,,,99.5,0,1,1,1,1,2,,,1,,"good"
"Bernard James","Florida State University","/players/j/jamesbe01.html",0,,2012,,,,,0,1,1,1,1,0,,1,,,"bad"
"Lamar Patterson","University of Pittsburgh","/players/p/pattela01.html",0,,2014,,,,,0,1,1,1,1,0,,1,,,"bad"
"Sarunas Jasikevicius","University of Maryland","/players/j/jasiksa01.html",0,,2005,,,,133,0,1,1,1,1,1,,1,,,"bad"
"Othyus Jeffers"," Robert Morris University (IL)","/players/j/jeffeot01.html",0,,2009,,,,,0,1,1,1,1,0,,1,,,"bad"
"Elfrid Payton","University of Louisiana at Lafayette","/players/p/paytoel01.html",0,,2014,,,,101,0,1,1,1,1,4,,,1,,"good"
"Blake Ahearn","Missouri State University","/players/a/ahearbl01.html",0,,2007,,,,,0,1,1,1,1,0,,1,,,"bad"
"Lavoy Allen","Temple University","/players/a/allenla01.html",0,,2011,,,,146,0,1,1,1,1,2,,1,,,"bad"
"Jeff Ayres","Arizona State University","/players/p/pendeje02.html",0,,2009,,,,,0,1,1,1,1,0,,1,,,"bad"
"Lou Amundson","University of Nevada, Las Vegas","/players/a/amundlo01.html",0,,2006,,,,,0,1,1,1,1,0,,1,,,"bad"
"Desmond Penigar","Utah State University","/players/p/penigde01.html",0,,2003,,,,,0,1,1,1,0,0,,,,,"rookie"
"Hilton Armstrong","University of Connecticut","/players/a/armsthi01.html",0,,2006,,,,,0,1,1,1,1,0,,1,,,"bad"
"Earl Barron","University of Memphis","/players/b/barroea01.html",0,,2005,,,,,0,1,1,1,1,0,,1,,,"bad"
"Kevinn Pinkney","University of Nevada, Reno","/players/p/pinknke01.html",0,,2006,,,,,0,1,1,1,0,0,,,,,"rookie"
"Jerome Beasley"," University of North Dakota","/players/b/beaslje01.html",0,,2003,,,,,0,1,1,1,0,0,,,,,"rookie"
"Kasib Powell","Texas Tech University","/players/p/powelka01.html",0,,2007,,,,,0,1,1,1,0,0,,,,,"rookie"
"Keith Benson","Oakland University","/players/b/bensoke02.html",0,,2011,,,,,0,1,1,1,0,0,,,,,"rookie"
"Ronnie Price"," Utah Valley State College","/players/p/pricero01.html",0,,2005,,,,,0,1,1,1,1,0,,1,,,"bad"
"Trevor Booker","Clemson University","/players/b/booketr01.html",0,,2010,,,,124.3,0,1,1,1,1,5,,1,,,"bad"
"MarShon Brooks","Providence College","/players/b/brookma01.html",0,,2011,,,,181.5,0,1,1,1,1,1,,1,,,"bad"
"Markel Brown","Oklahoma State University","/players/b/brownma02.html",0,,2014,,,,,0,1,1,1,1,0,,1,,,"bad"
"Andy Rautins","Syracuse University","/players/r/rautian01.html",0,,2010,,,,,0,1,1,1,0,0,,,,,"rookie"
"Alec Burks","University of Colorado","/players/b/burksal01.html",0,,2011,,,,137.5,0,1,1,1,1,1,,1,,,"bad"
"Dwight Buycks","Marquette University","/players/b/buyckdw01.html",0,,2013,,,,,0,1,1,1,1,0,,1,,,"bad"
"DeMarre Carroll"," University of Missouri","/players/c/carrode01.html",0,,2009,,,,66.875,0,1,1,1,1,4,,,1,,"good"
"Ryan Reid","Florida State University","/players/r/reidry01.html",0,,2010,,,,,0,1,1,1,0,0,,,,,"rookie"
"Will Cherry","University of Montana","/players/c/cherrwi01.html",0,,2014,,,,,0,1,1,1,0,0,,,,,"rookie"
"Jeremy Richardson","Delta State University","/players/r/richaje01.html",0,,2006,,,,,0,1,1,1,1,0,,1,,,"bad"
"Jordan Clarkson"," University of Missouri","/players/c/clarkjo01.html",0,,2014,,,,163.833333333333,0,1,1,1,1,3,,1,,,"bad"
"Andre Roberson","University of Colorado","/players/r/roberan03.html",0,,2013,,,,75.75,0,1,1,1,1,2,,,1,,"good"
"Will Conroy","University of Washington","/players/c/conrowi01.html",0,,2006,,,,,0,1,1,1,1,0,,1,,,"bad"
"Brian Roberts","University of Dayton","/players/r/roberbr01.html",0,,2012,,,,171.5,0,1,1,1,1,1,,1,,,"bad"
"Bryce Cotton","Providence College","/players/c/cottobr01.html",0,,2014,,,,,0,1,1,1,1,0,,1,,,"bad"
"Nate Robinson","University of Washington","/players/r/robinna01.html",0,,2005,,,,97.125,0,1,1,1,1,4,,,1,,"good"
"Jordan Crawford"," Xavier University","/players/c/crawfjo02.html",0,,2010,,,,169.333333333333,0,1,1,1,1,3,,1,,,"bad"
"Quinton Ross","Southern Methodist University","/players/r/rossqu01.html",0,,2004,,,,157.25,0,1,1,1,1,4,,1,,,"bad"
"Seth Curry"," Duke University","/players/c/curryse01.html",0,,2013,,,,,0,1,1,1,1,0,,1,,,"bad"
"Walker Russell","Jacksonville State University","/players/r/russewa02.html",0,,2011,,,,,0,1,1,1,0,0,,,,,"rookie"
"Brandon Davies","Brigham Young University","/players/d/daviebr01.html",0,,2013,,,,,0,1,1,1,1,0,,1,,,"bad"
"Larry Sanders","Virginia Commonwealth University","/players/s/sandela01.html",0,,2010,,,,48.5,0,1,1,1,1,1,,,,1,"great"
"Dewayne Dedmon","University of Southern California","/players/d/dedmode01.html",0,,2013,,,,,0,1,1,1,1,0,,1,,,"bad"
"Melvin Sanders"," Oklahoma State University","/players/s/sandeme01.html",0,,2005,,,,,0,1,1,1,0,0,,,,,"rookie"
"Kaniel Dickens"," University of Idaho","/players/d/dickeka01.html",0,,2000,,,,,0,1,1,1,1,0,,1,,,"bad"
"Alex Scales","University of Oregon","/players/s/scaleal01.html",0,,2005,,,,,0,1,1,1,0,0,,,,,"rookie"
"Mike Scott","University of Virginia","/players/s/scottmi01.html",0,,2012,,,,,0,1,1,1,1,0,,1,,,"bad"
"Andre Drummond","University of Connecticut","/players/d/drumman01.html",0,,2012,,,,55.9,0,1,1,1,1,5,,,,1,"great"
"Ramon Sessions","University of Nevada, Reno","/players/s/sessira01.html",0,,2007,,,,128.8,0,1,1,1,1,7,,1,,,"bad"
"Corsley Edwards","Central Connecticut State University","/players/e/edwarco01.html",0,,2002,,,,,0,1,1,1,0,0,,,,,"rookie"
"Paul Shirley","Iowa State University","/players/s/shirlpa01.html",0,,2002,,,,,0,1,1,1,1,0,,1,,,"bad"
"Andre Emmett","Texas Tech University","/players/e/emmetan01.html",0,,2004,,,,,0,1,1,1,1,0,,1,,,"bad"
"Reggie Evans","University of Iowa","/players/e/evansre01.html",0,,2002,,,,115.833333333333,0,1,1,1,1,3,,,1,,"good"
"Xavier Silas"," Northern Illinois University","/players/s/silasxa01.html",0,,2011,,,,,0,1,1,1,1,0,,1,,,"bad"
"Garret Siler","Augusta State University","/players/s/silerga01.html",0,,2010,,,,,0,1,1,1,0,0,,,,,"rookie"
"Landry Fields","Stanford University","/players/f/fieldla01.html",0,,2010,,,,74,0,1,1,1,1,2,,,1,,"good"
"James Singleton","Murray State University","/players/s/singlja01.html",0,,2005,,,,,0,1,1,1,1,0,,1,,,"bad"
"Tim Frazier","Pennsylvania State University","/players/f/fraziti01.html",0,,2014,,,,150.5,0,1,1,1,1,1,,1,,,"bad"
"Tamar Slay","Marshall University","/players/s/slayta01.html",0,,2002,,,,,0,1,1,1,1,0,,1,,,"bad"
"Deng Gai","Fairfield University","/players/g/gaide01.html",0,,2005,,,,,0,1,1,1,0,0,,,,,"rookie"
"Chris Smith"," University of Louisville","/players/s/smithch05.html",0,,2013,,,,,0,1,1,1,0,0,,,,,"rookie"
"Diante Garrett","Iowa State University","/players/g/garredi02.html",0,,2012,,,,,0,1,1,1,1,0,,1,,,"bad"
"Craig Smith","Boston College","/players/s/smithcr01.html",0,,2006,,,,150.75,0,1,1,1,1,2,,1,,,"bad"
"Trey Gilder"," Northwestern State University","/players/g/gildetr01.html",0,,2009,,,,,0,1,1,1,0,0,,,,,"rookie"
"Donta Smith","Southeastern Illinois College","/players/s/smithdo04.html",0,,2004,,,,,0,1,1,1,1,0,,1,,,"bad"
"Joey Graham"," Oklahoma State University","/players/g/grahajo01.html",0,,2005,,,,169.25,0,1,1,1,1,2,,1,,,"bad"
"Greg Smith","California State University, Fresno","/players/s/smithgr02.html",0,,2011,,,,,0,1,1,1,1,0,,1,,,"bad"
"Ish Smith","Wake Forest University","/players/s/smithis01.html",0,,2010,,,,122.833333333333,0,1,1,1,1,3,,1,,,"bad"
"Erick Green","Virginia Polytechnic Institute and State University","/players/g/greener01.html",0,,2013,,,,,0,1,1,1,1,0,,1,,,"bad"
"Jason Smith","Colorado State University","/players/s/smithja02.html",0,,2007,,,,178,0,1,1,1,1,1,,1,,,"bad"
"Lynn Greer","Temple University","/players/g/greerly01.html",0,,2006,,,,,0,1,1,1,0,0,,,,,"rookie"
"Russ Smith","University of Louisville","/players/s/smithru01.html",0,,2014,,,,,0,1,1,1,1,0,,1,,,"bad"
"Marcus Haislip","University of Tennessee","/players/h/haislma01.html",0,,2002,,,,,0,1,1,1,1,0,,1,,,"bad"
"Steven Smith","La Salle University","/players/s/smithst03.html",0,,2006,,,,,0,1,1,1,0,0,,,,,"rookie"
"Travis Hansen"," Brigham Young University","/players/h/hansetr01.html",0,,2003,,,,,0,1,1,1,0,0,,,,,"rookie"
"Theron Smith","Ball State University","/players/s/smithth01.html",0,,2003,,,,,0,1,1,1,1,0,,1,,,"bad"
"Devin Harris","University of Wisconsin","/players/h/harride01.html",0,,2004,,,,68.4,0,1,1,1,1,7,,,1,,"good"
"Tony Snell","University of New Mexico","/players/s/snellto01.html",0,,2013,,,,153,0,1,1,1,1,2,,1,,,"bad"
"Kirk Snyder","University of Nevada, Reno","/players/s/snydeki01.html",0,,2004,,,,,0,1,1,1,1,0,,1,,,"bad"
"Gordon Hayward","Butler University","/players/h/haywago01.html",0,,2010,,,,39.8,0,1,1,1,1,6,,,,1,"great"
"James Southerland","Syracuse University","/players/s/southja01.html",0,,2013,,,,,0,1,1,1,0,0,,,,,"rookie"
"Roy Hibbert","Georgetown University","/players/h/hibbero01.html",0,,2008,,,,66.3,0,1,1,1,1,7,,,1,,"good"
"D.J. Stephens","University of Memphis","/players/s/stephdj01.html",0,,2013,,,,,0,1,1,1,0,0,,,,,"rookie"
"David Stockton","Gonzaga University","/players/s/stockda01.html",0,,2014,,,,,0,1,1,1,1,0,,1,,,"bad"
"Justin Holiday","University of Washington","/players/h/holidju01.html",0,,2012,,,,,0,1,1,1,1,0,,1,,,"bad"
"Jarnell Stokes","University of Tennessee","/players/s/stokeja01.html",0,,2014,,,,,0,1,1,1,1,0,,1,,,"bad"
"Dennis Horner","North Carolina State University","/players/h/hornede01.html",0,,2011,,,,,0,1,1,1,0,0,,,,,"rookie"
"Julyan Stone","University of Texas at El Paso","/players/s/stoneju01.html",0,,2011,,,,,0,1,1,1,1,0,,1,,,"bad"
"Nate Huffman","Central Michigan University","/players/h/huffmna01.html",0,,2002,,,,,0,1,1,1,0,0,,,,,"rookie"
"Awvee Storey"," Arizona State University","/players/s/storeaw01.html",0,,2004,,,,,0,1,1,1,1,0,,1,,,"bad"
"Othello Hunter","Ohio State University","/players/h/hunteot01.html",0,,2008,,,,,0,1,1,1,1,0,,1,,,"bad"
"D.J. Strawberry","University of Maryland","/players/s/strawdj01.html",0,,2007,,,,,0,1,1,1,0,0,,,,,"rookie"
"Royal Ivey","University of Texas at Austin","/players/i/iveyro01.html",0,,2004,,,,,0,1,1,1,1,0,,1,,,"bad"
"Rodney Stuckey","Eastern Washington University","/players/s/stuckro01.html",0,,2007,,,,105.3,0,1,1,1,1,7,,,1,,"good"
"Luke Jackson","University of Oregon","/players/j/jackslu02.html",0,,2004,,,,,0,1,1,1,1,0,,1,,,"bad"
"Donell Taylor"," University of Alabama at Birmingham","/players/t/taylodo01.html",0,,2005,,,,,0,1,1,1,1,0,,1,,,"bad"
"Charles Jenkins","Hofstra University","/players/j/jenkich01.html",0,,2011,,,,,0,1,1,1,1,0,,1,,,"bad"
"Lance Allred"," Weber State University","/players/a/allrela01.html",0,,2007,,,,,0,1,1,1,0,0,,,,,"rookie"
"Jermaine Taylor","University of Central Florida","/players/t/tayloje02.html",0,,2009,,,,,0,1,1,1,1,0,,1,,,"bad"
"Chris Babb"," Iowa State University","/players/b/babbch01.html",0,,2013,,,,,0,1,1,1,0,0,,,,,"rookie"
"Mike Taylor","Iowa State University","/players/t/taylomi01.html",0,,2008,,,,,0,1,1,1,0,0,,,,,"rookie"
"Mike Batiste","Arizona State University","/players/b/batismi01.html",0,,2002,,,,,0,1,1,1,0,0,,,,,"rookie"
"Garrett Temple","Louisiana State University","/players/t/templga01.html",0,,2009,,,,,0,1,1,1,1,0,,1,,,"bad"
"Sim Bhullar","New Mexico State University","/players/b/bhullsi01.html",0,,2014,,,,,0,1,1,1,0,0,,,,,"rookie"
"Billy Thomas","University of Kansas","/players/t/thomabi01.html",0,,2004,,,,,0,1,1,1,1,0,,1,,,"bad"
"Devin Brown","University of Texas at San Antonio","/players/b/brownde02.html",0,,2002,,,,140.333333333333,0,1,1,1,1,3,,1,,,"bad"
"Isaiah Thomas","University of Washington","/players/t/thomais02.html",0,,2011,,,,48.4,0,1,1,1,1,6,,,,1,"great"
"Kevin Burleson","University of Minnesota","/players/b/burleke01.html",0,,2005,,,,,0,1,1,1,0,0,,,,,"rookie"
"Malcolm Thomas"," San Diego State University","/players/t/thomama01.html",0,,2011,,,,,0,1,1,1,1,0,,1,,,"bad"
"Tyrus Thomas","Louisiana State University","/players/t/thomaty01.html",0,,2006,,,,109.5,0,1,1,1,1,1,,,1,,"good"
"Jason Thompson","Rider University","/players/t/thompja02.html",0,,2008,,,,128.7,0,1,1,1,1,7,,1,,,"bad"
"Jack Cooley","University of Notre Dame","/players/c/cooleja01.html",0,,2014,,,,,0,1,1,1,1,0,,1,,,"bad"
"Mychel Thompson","Pepperdine University","/players/t/thompmy02.html",0,,2011,,,,,0,1,1,1,0,0,,,,,"rookie"
"Dante Cunningham","Villanova University","/players/c/cunnida01.html",0,,2009,,,,142.2,0,1,1,1,1,7,,1,,,"bad"
"Al Thornton","Florida State University","/players/t/thornal01.html",0,,2007,,,,185,0,1,1,1,1,3,,1,,,"bad"
"Andre Dawkins","Duke University","/players/d/dawkian01.html",0,,2014,,,,,0,1,1,1,0,0,,,,,"rookie"
"Marcus Thornton","Louisiana State University","/players/t/thornma01.html",0,,2009,,,,132.9,0,1,1,1,1,5,,1,,,"bad"
"Juan Dixon","University of Maryland","/players/d/dixonju01.html",0,,2002,,,,165,0,1,1,1,1,2,,1,,,"bad"
"Anthony Tolliver","Creighton University","/players/t/tollian01.html",0,,2008,,,,86.5,0,1,1,1,1,1,,,1,,"good"
"Alando Tucker","University of Wisconsin","/players/t/tuckeal02.html",0,,2007,,,,,0,1,1,1,1,0,,1,,,"bad"
"James Ennis","California State University, Long Beach","/players/e/ennisja01.html",0,,2013,,,,141.5,0,1,1,1,1,2,,1,,,"bad"
"Jeremy Tyler","","/players/t/tylerje01.html",0,,2011,,,,,0,1,1,1,1,0,,1,,,"bad"
"Noel Felix","California State University, Fresno","/players/f/felixno01.html",0,,2005,,,,,0,1,1,1,0,0,,,,,"rookie"
"Edwin Ubiles","Siena College","/players/u/ubileed01.html",0,,2011,,,,,0,1,1,1,0,0,,,,,"rookie"
"Richie Frahm","Gonzaga University","/players/f/frahmri01.html",0,,2003,,,,,0,1,1,1,1,0,,1,,,"bad"
"Ekpe Udoh"," Baylor University","/players/u/udohek01.html",0,,2010,,,,99,0,1,1,1,1,1,,,1,,"good"
"Langston Galloway","Saint Joseph's University","/players/g/gallola01.html",0,,2014,,,,127.5,0,1,1,1,1,1,,1,,,"bad"
"Ime Udoka"," Portland State University","/players/u/udokaim01.html",0,,2003,,,,,0,1,1,1,1,0,,1,,,"bad"
"Ryan Gomes","Providence College","/players/g/gomesry01.html",0,,2005,,,,142.6,0,1,1,1,1,5,,1,,,"bad"
"Ben Uzoh","University of Tulsa","/players/u/uzohbe01.html",0,,2010,,,,,0,1,1,1,1,0,,1,,,"bad"
"Anthony Grundy","North Carolina State University","/players/g/grundan01.html",0,,2005,,,,,0,1,1,1,0,0,,,,,"rookie"
"Justin Harper","University of Richmond","/players/h/harpeju01.html",0,,2011,,,,,0,1,1,1,1,0,,1,,,"bad"
"Jackson Vroman","Iowa State University","/players/v/vromaja01.html",0,,2004,,,,,0,1,1,1,1,0,,1,,,"bad"
"Jarvis Hayes"," University of Georgia","/players/h/hayesja01.html",0,,2003,,,,167.5,0,1,1,1,1,4,,1,,,"bad"
"Nikola Vucevic","University of Southern California","/players/v/vucevni01.html",0,,2011,,,,71.9,0,1,1,1,1,6,,,1,,"good"
"Cory Higgins","University of Colorado","/players/h/higgico01.html",0,,2011,,,,,0,1,1,1,1,0,,1,,,"bad"
"Dwyane Wade","Marquette University","/players/w/wadedw01.html",0,,2003,,,,4.7,0,1,1,1,1,15,1,,,,"allstar"
"Ryan Hollins","University of California, Los Angeles","/players/h/holliry01.html",0,,2006,,,,,0,1,1,1,1,0,,1,,,"bad"
"Casper Ware","California State University, Long Beach","/players/w/wareca01.html",0,,2013,,,,,0,1,1,1,0,0,,,,,"rookie"
"Brandon Hunter","Ohio University","/players/h/huntebr01.html",0,,2003,,,,,0,1,1,1,1,0,,1,,,"bad"
"Hakim Warrick","Syracuse University","/players/w/warriha01.html",0,,2005,,,,172.25,0,1,1,1,1,4,,1,,,"bad"
"Dontell Jefferson","University of Arkansas","/players/j/jeffedo01.html",0,,2008,,,,,0,1,1,1,0,0,,,,,"rookie"
"Kyle Weaver","Washington State University","/players/w/weaveky01.html",0,,2008,,,,,0,1,1,1,1,0,,1,,,"bad"
"Pat Burke","Auburn University","/players/b/burkepa01.html",0,,2002,,,,,0,1,1,1,1,0,,1,,,"bad"
"Sonny Weems","University of Arkansas","/players/w/weemsso01.html",0,,2008,,,,,0,1,1,1,1,0,,1,,,"bad"
