"schoolName","state","item","type","prohibited"
"OMRO HIGH","WI","strapless dresses","skirt.dress","none"
"TEMPLE H S","TX","excessively long","skirt.dress","na"
"ASSETS","TX","inappropriate patterns","skirt.dress","none"
"ASSETS","TX","sleeveless","skirt.dress","none"
"ASSETS","TX","low necklines","clothing","none"
"MASHPEE HIGH","MA","spaghetti strap dresses","skirt.dress","none"
"ANDREWS H S","TX","Slits in skirts no high than 4 inches from kneecap","skirt.dress","none"
"GLEN ULLIN HIGH SCHOOL","ND","worn moderately below waistline","skirt.dress","none"
"BETHEL PARK HS","PA","tank top dresses","skirt.dress","none"
"BETHEL PARK HS","PA","halter top dresses","skirt.dress","none"
"CLINTON HIGH","WI","strapless dresses","skirt.dress","none"
"CONCORD HIGH","NC","strapless dresses","skirt.dress","none"
"BROOKFIELD HIGH SCHOOL","CT","strapless dresses","skirt.dress","none"
"BROOKFIELD HIGH SCHOOL","CT","halter top dresses","skirt.dress","none"
"CRESTON HIGH SCHOOL","IA","dresses that tie in the back","skirt.dress","none"
"CRESTON HIGH SCHOOL","IA","strapless dresses","skirt.dress","none"
"CROSWELL-LEXINGTON HIGH SCHOOL","MI","spaghetti strapped dresses","skirt.dress","none"
"HOUSATONIC VALLEY REGIONAL HIGH SCHOOL","CT","spaghetti strap dresses","skirt.dress","none"
"HOUSATONIC VALLEY REGIONAL HIGH SCHOOL","CT","strapless dresses","skirt.dress","none"
"SALINA HS","OK","tutu","skirt.dress","none"
"MARINER HIGH SCHOOL","FL","spaghetti strap dresses","skirt.dress","none"
"NEW PRAGUE SENIOR HIGH","MN","strapless dresses","skirt.dress","none"
"GLASGOW HIGH SCHOOL","MT","backless","skirt.dress","none"
"TEAGUE H S","TX","backless","skirt.dress","none"
"PARK VISTA COMMUNITY HIGH SCHOOL","FL","backless","skirt.dress","none"
"LATTA HS","OK","backless","skirt.dress","none"
"ROBERTSDALE HIGH SCH","AL","backless","skirt.dress","none"
"LATHROP HIGH SCHOOL","AK","backless","skirt.dress","none"
"LOUISIANA HIGH","MO","backless","skirt.dress","none"
"GATEWAY HIGH SCHOOL","CO","backless","skirt.dress","none"
"HUNTLEY PROJECT HIGH SCHL","MT","backless","skirt.dress","none"
"FRUITVALE H S","TX","backless","skirt.dress","none"
"MOUNDS HS","OK","backless","skirt.dress","none"
"AKRON WESTFIELD SENIOR HIGH SCHOOL","IA","backless","skirt.dress","none"
"ADM SENIOR HIGH SCHOOL","IA","backless","skirt.dress","none"
"SHADOW HILLS HIGH","CA","backless","skirt.dress","none"
"LAINGSBURG HIGH SCHOOL","MI","backless","skirt.dress","none"
"LAUREL HIGH SCHOOL","MT","backless","skirt.dress","none"
"SALIDA HIGH SCHOOL","CO","backless","skirt.dress","none"
"WEST DELAWARE HIGH SCHOOL","IA","backless","skirt.dress","none"
"EAST COWETA HIGH SCHOOL","GA","backless","skirt.dress","none"
"BOWLEGS HS","OK","backless","skirt.dress","none"
"PIEDMONT HS","OK","backless","skirt.dress","none"
"RIVERDALE HIGH SCHOOL","FL","backless","skirt.dress","none"
"CRATER ACADEMY OF HEALTH AND PUBLIC SERVICES","OR","backless","skirt.dress","none"
"GRAND LEDGE HIGH SCHOOL","MI","backless","skirt.dress","none"
"TARKINGTON H S","TX","backless","skirt.dress","none"
"EXCELSIOR SPRINGS HIGH","MO","backless","skirt.dress","none"
"SHELBY CO HIGH SCH","AL","backless","skirt.dress","none"
"NORTH HS","OK","backless","skirt.dress","none"
"WHARTON H S","TX","backless","skirt.dress","none"
"LEHIGH SENIOR HIGH SCHOOL","FL","backless","skirt.dress","none"
"DOUGLAS HIGH SCHOOL","MA","backless","skirt.dress","none"
"IRVINE HIGH","CA","backless","skirt.dress","none"
"HAVERLING SENIOR HIGH SCHOOL","NY","backless","skirt.dress","none"
"NETTLETON HIGH SCHOOL","MS","backless","skirt.dress","none"
"ANDREWS H S","TX","backless","skirt.dress","none"
"GRAHAM HS","OK","backless","skirt.dress","none"
"STRAFFORD HIGH","MO","backless","skirt.dress","none"
"LAPINE SENIOR HIGH SCHOOL","OR","backless","skirt.dress","none"
"ALTA LOMA HIGH","CA","backless","skirt.dress","none"
"SEQUOYAH HS","OK","backless","skirt.dress","none"
"LA FERIA H S","TX","off the shoulder","skirt.dress","female"
"AMSTERDAM HIGH SCHOOL","NY","off the shoulder","skirt.dress","none"
"ADM SENIOR HIGH SCHOOL","IA","off the shoulder","skirt.dress","none"
"SWEETWATER H S","TX","off the shoulder","skirt.dress","none"
"FONDA-FULTONVILLE SENIOR HIGH SCHOOL","NY","one shoulder","skirt.dress","none"
"CONCORD HIGH","NC","one shoulder","skirt.dress","none"
"HOUSATONIC VALLEY REGIONAL HIGH SCHOOL","CT","one shoulder","skirt.dress","none"
"CLINTON HIGH","WI","slip dresses","skirt.dress","none"
"BREMOND H S","TX","un hemmed","skirt.dress","none"
"SAVAGE HIGH SCHOOL","MT","un hemmed","skirt.dress","none"
"WINDTHORST H S","TX","un hemmed","skirt.dress","none"
"COE-BROWN NORTHWOOD ACADEMY","NH","un hemmed","skirt.dress","none"
"HENRIETTA H S","TX","un hemmed","skirt.dress","none"
"GRANBURY H S","TX","un hemmed","skirt.dress","none"
"HORN H S","TX","un hemmed","skirt.dress","none"
"MCGREGOR H S","TX","un hemmed","skirt.dress","none"
"PLEASANT GROVE H S","TX","un hemmed","skirt.dress","none"
"WELDON VALLEY HIGH SCHOOL","CO","un hemmed","skirt.dress","none"
"TURPIN HS","OK","un hemmed","skirt.dress","none"
"SHELBY CO HIGH SCH","AL","un hemmed","skirt.dress","none"
"BLUE RIDGE H S","TX","un hemmed","skirt.dress","none"
"MADRAS HIGH SCHOOL","OR","un hemmed","skirt.dress","none"
"ASSETS","TX","un hemmed","skirt.dress","none"
"MAY-PORT CG HIGH SCHOOL","ND","bib overalls without a shirt","pants","none"
"MAY-PORT CG HIGH SCHOOL","ND","with holes above knee","pants","none"
"NORTH FORT MYERS HIGH SCHOOL","FL","with holes above knee","pants","none"
"PRIOR LAKE HIGH SCHOOL","MN","with holes in inappropriate areas","pants","none"
"LA FERIA H S","TX","vintage distressed wash","pants","none"
"LA FERIA H S","TX","dangerously long pants","pants","none"
"TEAGUE H S","TX","words printed across the rear","pants","none"
"BREMOND H S","TX","with holes above knee","pants","none"
"LATHROP HIGH SCHOOL","AK","rolled up pant leg","pants","none"
"SOUTHERN COLUMBIA HS","PA","low cut pants","pants","none"
"ELSBERRY HIGH","MO","with holes in inappropriate places","pants","none"
"IRONTON HIGH SCHOOL","OH","leotards","pants","none"
"WINDTHORST H S","TX","with holes above knee","pants","none"
"BARBERS HILL H S","TX","overalls not worn over shoulders","pants","none"
"BARBERS HILL H S","TX","suspenders not worn over shoulders","pants","none"
"COE-BROWN NORTHWOOD ACADEMY","NH","athletic pants","pants","none"
"COE-BROWN NORTHWOOD ACADEMY","NH","sweat pants","pants","none"
"MOUNDS HS","OK","with holes in inappropriate areas","pants","none"
"OAK GROVE HIGH","MO","dangerously long pants","pants","none"
"MCLOUTH HIGH","KS","excessively tattered","pants","none"
"TATUM H S","TX","above mid-calf","pants","none"
"ELGIN HS","OK","rolled up pant leg","pants","none"
"AKRON WESTFIELD SENIOR HIGH SCHOOL","IA","low cut pants","pants","none"
"EAST LAURENS HIGH SCHOOL","GA","dangerously long pants","pants","none"
"HENRIETTA H S","TX","leggings with vented panels or cut-outs above the knee","pants","none"
"HENRIETTA H S","TX","with holes above knee","pants","none"
"HENRIETTA H S","TX","excessively torn","pants","none"
"GRANBURY H S","TX","with holes more than 3 inches above knee","pants","none"
"CARROLLTON HIGH SCHOOL","GA","with holes above knee","pants","none"
"BANKS COUNTY HIGH SCHOOL","GA","with holes above knee","pants","none"
"WEST STOKES HIGH","NC","rolled up pant leg","pants","none"
"NANTUCKET HIGH","MA","dangerously long pants","pants","none"
"ADM SENIOR HIGH SCHOOL","IA","unzipped","pants","none"
"PLEASANT GROVE H S","TX","with holes above knee","pants","none"
"PORTSMOUTH HIGH SCHOOL","NH","worn high enough to allow for exposure","pants","none"
"PORTSMOUTH HIGH SCHOOL","NH","worn low enough to allow for exposure","pants","none"
"SYMMES VALLEY HIGH SCHOOL","OH","with holes above knee","pants","none"
"DOVER HS","OK","rolled at the waist","pants","none"
"DOVER HS","OK","unfastened overalls","pants","none"
"DOVER HS","OK","rolled up pant leg","pants","none"
"PLYMOUTH-WHITEMARSH SHS","PA","low cut pants","pants","none"
"PLYMOUTH-WHITEMARSH SHS","PA","with holes that expose midriff","pants","none"
"PLYMOUTH-WHITEMARSH SHS","PA","with holes that expose undergarments","pants","none"
"CENTRAL HIGH SCHOOL","GA","with holes above knee","pants","none"
"CREEKVIEW H S","TX","large legged","pants","none"
"CREEKVIEW H S","TX","deep pocketed","pants","none"
"SKIATOOK HS","OK","mesh material above mid-thigh","pants","none"
"SKIATOOK HS","OK","sheer material above mid-thigh","pants","none"
"EAST COWETA HIGH SCHOOL","GA","unfastened overalls","pants","none"
"EAST COWETA HIGH SCHOOL","GA","with holes above knee","pants","none"
"TURPIN HS","OK","hip hugger jeans","pants","none"
"BELLPORT SENIOR HIGH SCHOOL","NY","unfastened overalls","pants","none"
"PLATTE CANYON HIGH SCHOOL","CO","unfastened pants","pants","none"
"PLATTE CANYON HIGH SCHOOL","CO","low cut pants","pants","none"
"BOWLEGS HS","OK","unfastened overalls","pants","none"
"BOWLEGS HS","OK","with holes above knee without tights","pants","none"
"BOWLEGS HS","OK","with holes above knee","pants","none"
"KENYON-WANAMINGO SENIOR HIGH","MN","damaging to school property","clothing","none"
"TARKINGTON H S","TX","pants without two back pockets and a front zipper","pants","none"
"LYNNVILLE-SULLY HIGH SCHOOL","IA","with holes in inappropriate places","pants","none"
"FONTANA HIGH","CA","with holes in inappropriate areas","pants","none"
"FONTANA HIGH","CA","unfastened straps","pants","none"
"ROGERS H S","TX","with holes 2 inches above the knee","pants","none"
"ROGERS H S","TX","dangling ends on overalls","pants","none"
"QUEEN CITY H S","TX","sweat pants","pants","none"
"KEYSTONE HIGH SCHOOL","OH","with holes above knee","pants","none"
"EASTERN HIGH SCHOOL","MI","transparent leggings","pants","none"
"SHELBY CO HIGH SCH","AL","breakaway pants","pants","none"
"SHELBY CO HIGH SCH","AL","sweat pants","pants","none"
"SHELBY CO HIGH SCH","AL","athletic pants","pants","none"
"INDEPENDENCE HIGH SCHOOL","MS","belt loops without a belt","pants","none"
"KALKASKA HIGH SCHOOL","MI","with holes above knee","pants","none"
"PEKIN COMMUNITY HIGH SCHOOL","IA","unfastened overalls","pants","none"
"BRINDLEE MT HIGH SCH","AL","with holes above knee","pants","none"
"BRINDLEE MT HIGH SCH","AL","words printed across the rear","pants","none"
"SAN JON HIGH","NM","dangerously long pants","pants","none"
"SAN JON HIGH","NM","unfastened overalls","pants","none"
"JOSEPH CASE HIGH","MA","low cut pants","pants","none"
"LEAVENWORTH SR HIGH","KS","transparent leggings","pants","none"
"LITTLE MIAMI HIGH SCHOOL","OH","dangerously long pants","pants","none"
"GLEN ROSE H S","TX","dangerously long pants","pants","none"
"GLEN ROSE H S","TX","unfastened overalls","pants","none"
"LOVELL HIGH SCHOOL","WY","with revealing holes","pants","none"
"BARABOO HIGH","WI","absence of bottoms","pants","none"
"BARABOO HIGH","WI","transparent leggings","pants","none"
"PERRY CENTRAL HIGH SCHOOL","MS","with holes above knee","pants","none"
"PERRY CENTRAL HIGH SCHOOL","MS","belt loops without a belt","pants","none"
"BIG PINEY HIGH SCHOOL","WY","low cut pants","pants","none"
"BIG PINEY HIGH SCHOOL","WY","with holes above knee","pants","none"
"CLEARWATER HIGH","MO","with holes above knee","pants","none"
"HILLDALE HS","OK","with holes above knee","pants","none"
"PLAINWELL HIGH SCHOOL","MI","low cut pants","pants","none"
"CENTRALIA HIGH","MO","excessively torn","pants","none"
"GUYMON HS","OK","with holes above knee","pants","none"
"BATTLE CREEK-IDA GROVE SENIOR HIGH SCHOOL","IA","low cut pants","pants","none"
"PALACIOS H S","TX","surf pants","pants","none"
"PALACIOS H S","TX","breakaway pants","pants","none"
"PENTUCKET REGIONAL SR HIGH","MA","low cut pants","pants","none"
"UNIONVILLE-SEBEWAING HIGH SCHOOL","MI","leggings with cut out sides","pants","none"
"PIERCE COUNTY HIGH SCHOOL","GA","with holes above knee","pants","none"
"SOUTH ALBANY HIGH SCHOOL","OR","unfastened overalls","pants","none"
"CONNALLY HIGH SCHOOL","TX","sweat pants","pants","none"
"CONNALLY HIGH SCHOOL","TX","wind pants","pants","none"
"CONNALLY HIGH SCHOOL","TX","zipper less pants","pants","none"
"MIDDLE CREEK HIGH","NC","words printed across the rear","pants","none"
"CLEAR BROOK H S","TX","leggings yoga pants without cover","pants","na"
"CLEAR BROOK H S","TX","form-fitting pants(without cover)","pants","na"
"DOUGLAS HIGH SCHOOL","MA","excessively torn","pants","na"
"IRVINE HIGH","CA","oversized","pants","na"
"RIPLEY HIGH SCHOOL","MS","shorts","pants","na"
"RIPLEY HIGH SCHOOL","MS","skorts","pants","na"
"HOBBS HIGH","NM","pant legs wider than 13""","pants","na"
"ASSETS","TX","inappropriate patterns","pants","none"
"ASSETS","TX","sweat pants","pants","none"
"ASSETS","TX","wind pants","pants","none"
"ASSETS","TX","oversized pockets","pants","none"
"BURKBURNETT H S","TX","oversized bell-bottoms","pants","Na"
"EDISON ACADEMY","MA","with holes above knee","pants","none"
"TAFT UNION HIGH","CA","Size appropriate","pants","none"
"GRAHAM HS","OK","pajamas","clothing","none"
"QUARTZ HILL HIGH","CA","must cover undergarments","pants","none"
"QUARTZ HILL HIGH","CA","oversized","pants","none"
"QUARTZ HILL HIGH","CA","rolled up pant leg","pants","none"
"QUINCY HIGH SCHOOL","WA","oversized pants","pants","none"
"QUINCY HIGH SCHOOL","WA","dangerously long pants","pants","none"
"BETHEL PARK HS","PA","with holes above fingertip length","pants","none"
"JENKS HS","OK","low riders","pants","none"
"CHARLESTON HIGH","MO","with holes above knee","pants","none"
"MOUNT UNION AREA SHS","PA","dangerously long pants","pants","none"
"NORTH FAYETTE HIGH SCHOOL","IA","with excessive rips","pants","none"
"HOLCOMB HIGH","KS","with holes above knee","pants","none"
"HOLCOMB HIGH","KS","overall straps over the shoulders","pants","none"
"MARINER HIGH SCHOOL","FL","with holes above knee","pants","none"
"MARINER HIGH SCHOOL","FL","stretch denim","pants","none"
"ALTA LOMA HIGH","CA","pants cut at the calf","pants","none"
"ALTA LOMA HIGH","CA","leggings that stretch to the point of being see-through","pants","none"
"HENDERSON H S","TX","words printed across the rear","pants","none"
"MARLIN H S","TX","with holes above knee","pants","none"
"MARLIN H S","TX","rolled up pant leg","pants","none"
"MARLIN H S","TX","pants without pockets or zippers","pants","none"
"HARDIN-JEFFERSON H S","TX","pants pockets not on buttocks","pants","none"
"MENOMONIE HIGH","WI","undergarments as outergarments","undergarment","none"
"BARBERS HILL H S","TX","leggings yoga pants  with cover","pants","none"
"FRUITVALE H S","TX","leggings yoga pants  with cover","pants","male"
"NORTH ANDREW HIGH","MO","leggings yoga pants  with cover","pants","none"
"HORN H S","TX","leggings yoga pants  with cover","pants","none"
"MCGREGOR H S","TX","leggings yoga pants  with cover","pants","male"
"ADM SENIOR HIGH SCHOOL","IA","leggings yoga pants  with cover","pants","none"
"SYMMES VALLEY HIGH SCHOOL","OH","leggings yoga pants  with cover","pants","none"
"CENTRAL HIGH SCHOOL","GA","leggings yoga pants  with cover","pants","none"
"IRAAN H S","TX","leggings yoga pants  with cover","pants","none"
"DANVERS HIGH","MA","leggings yoga pants  with cover","pants","none"
"DEWITT HIGH SCHOOL","AR","leggings yoga pants  with cover","pants","none"
"EDGEWOOD H S","TX","leggings yoga pants  with cover","pants","none"
"HARDIN-JEFFERSON H S","TX","leggings yoga pants  with cover","pants","female"
"OOLOGAH-TALALA HS","OK","leggings yoga pants  without cover","pants","none"
"LA FERIA H S","TX","leggings yoga pants  without cover","pants","none"
"TEAGUE H S","TX","leggings yoga pants  without cover","pants","none"
"LATTA HS","OK","leggings yoga pants  without cover","pants","none"
"BREMOND H S","TX","leggings yoga pants  without cover","pants","none"
"ROBERTSDALE HIGH SCH","AL","leggings yoga pants  without cover","pants","none"
"LATHROP HIGH SCHOOL","AK","leggings yoga pants  without cover","pants","none"
"BEGGS HS","OK","leggings yoga pants  without cover","pants","none"
"BELTON H S","TX","leggings yoga pants  without cover","pants","none"
"SOUTHERN COLUMBIA HS","PA","leggings yoga pants  without cover","pants","none"
"WINDTHORST H S","TX","leggings yoga pants  without cover","pants","none"
"FRUITVALE H S","TX","leggings yoga pants  without cover","pants","female"
"HOWE HS","OK","leggings yoga pants  without cover","pants","none"
"OAK GROVE HIGH","MO","leggings yoga pants  without cover","pants","none"
"MCLOUTH HIGH","KS","leggings yoga pants  without cover","pants","none"
"TATUM H S","TX","leggings yoga pants  without cover","pants","none"
"CEDAR CITY HIGH","UT","leggings yoga pants  without cover","pants","none"
"HANOVER HIGH","KS","leggings yoga pants  without cover","pants","none"
"DAPHNE HIGH SCH","AL","leggings yoga pants  without cover","pants","none"
"ELGIN HS","OK","leggings yoga pants  without cover","pants","none"
"AKRON WESTFIELD SENIOR HIGH SCHOOL","IA","leggings yoga pants  without cover","pants","none"
"FLOYD HIGH","NM","leggings yoga pants  without cover","pants","none"
"BERRYVILLE HIGH SCHOOL","AR","leggings yoga pants  without cover","pants","none"
"HENRIETTA H S","TX","leggings yoga pants  without cover","pants","none"
"GRANBURY H S","TX","leggings yoga pants  without cover","pants","none"
"BANKS COUNTY HIGH SCHOOL","GA","leggings yoga pants  without cover","pants","none"
"WEATHERFORD H S","TX","leggings yoga pants  without cover","pants","none"
"LEVERETTS CHAPEL H S","TX","leggings yoga pants  without cover","pants","none"
"MCGREGOR H S","TX","leggings yoga pants  without cover","pants","female"
"BASTROP H S","TX","leggings yoga pants  without cover","pants","none"
"HALLSVILLE H S","TX","leggings yoga pants  without cover","pants","none"
"G.F.W. HIGH SCHOOL","MN","leggings yoga pants  without cover","pants","none"
"HART HIGH SCHOOL","MI","leggings yoga pants  without cover","pants","none"
"DOVER HS","OK","leggings yoga pants  without cover","pants","none"
"POWDER RIVER CO DIST HIGH","MT","leggings yoga pants  without cover","pants","none"
"NELSON COUNTY HIGH","VA","leggings yoga pants  without cover","pants","none"
"CREEKVIEW H S","TX","leggings yoga pants  without cover","pants","none"
"SKIATOOK HS","OK","leggings yoga pants  without cover","pants","none"
"EAST COWETA HIGH SCHOOL","GA","leggings yoga pants  without cover","pants","none"
"IRAAN H S","TX","leggings yoga pants  without cover","pants","female"
"BOWLEGS HS","OK","leggings yoga pants  without cover","pants","none"
"TARKINGTON H S","TX","leggings yoga pants  without cover","pants","none"
"AZLE H S","TX","leggings yoga pants  without cover","pants","none"
"QUANAH H S","TX","leggings yoga pants  without cover","pants","none"
"CELINA H S","TX","leggings yoga pants  without cover","pants","none"
"ONTARIO HIGH SCHOOL","OR","leggings yoga pants  without cover","pants","none"
"SHELBY CO HIGH SCH","AL","leggings yoga pants  without cover","pants","none"
"INDEPENDENCE HIGH SCHOOL","MS","leggings yoga pants  without cover","pants","none"
"BLUE RIDGE H S","TX","leggings yoga pants  without cover","pants","none"
"KALKASKA HIGH SCHOOL","MI","leggings yoga pants  without cover","pants","none"
"CALERA HIGH SCH","AL","leggings yoga pants  without cover","pants","none"
"BRINDLEE MT HIGH SCH","AL","leggings yoga pants  without cover","pants","none"
"SOROCO HIGH SCHOOL","CO","leggings yoga pants  without cover","pants","none"
"WHARTON H S","TX","leggings yoga pants  without cover","pants","none"
"GRIFFIN HIGH SCHOOL","GA","leggings yoga pants  without cover","pants","none"
"GLEN ROSE H S","TX","leggings yoga pants  without cover","pants","female"
"LOVELL HIGH SCHOOL","WY","leggings yoga pants  without cover","pants","none"
"KETCHUM HS","OK","leggings yoga pants  without cover","pants","none"
"MADRAS HIGH SCHOOL","OR","leggings yoga pants  without cover","pants","none"
"LEHIGH SENIOR HIGH SCHOOL","FL","leggings yoga pants  without cover","pants","none"
"CLEARWATER HIGH","MO","leggings yoga pants  without cover","pants","none"
"HILLDALE HS","OK","leggings yoga pants  without cover","pants","none"
"ALVARADO H S","TX","leggings yoga pants  without cover","pants","none"
