"schoolName","state","item","type","prohibited"
"HORN H S","TX","head coverings","headwear","none"
"BANKS COUNTY HIGH SCHOOL","GA","head coverings","headwear","none"
"WEATHERFORD H S","TX","head coverings","headwear","none"
"CORNWALL CENTRAL HIGH SCHOOL","NY","head coverings","headwear","none"
"WASHINGTON HIGH","MO","head coverings","headwear","none"
"RANCHO BUENA VISTA HIGH","CA","head coverings","headwear","none"
"NORTH CARROLL HIGH","MD","head coverings","headwear","none"
"WESTHILL HIGH SCHOOL","CT","head coverings","headwear","none"
"QUINCY HIGH","MA","head coverings","headwear","none"
"CURRITUCK COUNTY HIGH","NC","head coverings","headwear","none"
"NEVADA HIGH SCHOOL","IA","head coverings","headwear","none"
"ADM SENIOR HIGH SCHOOL","IA","head coverings","headwear","none"
"TGU-GRANVILLE HIGH SCHOOL","ND","head coverings","headwear","none"
"MARINETTE HIGH","WI","head coverings","headwear","none"
"PORTSMOUTH HIGH SCHOOL","NH","head coverings","headwear","none"
"BORGER H S","TX","head coverings","headwear","none"
"CABOOL HIGH","MO","head coverings","headwear","none"
"SYMMES VALLEY HIGH SCHOOL","OH","head coverings","headwear","none"
"LAINGSBURG HIGH SCHOOL","MI","head coverings","headwear","none"
"COLUMBIA HIGH SCHOOL","NY","head coverings","headwear","none"
"SHAWANO HIGH","WI","head coverings","headwear","none"
"LAUREL HIGH SCHOOL","MT","head coverings","headwear","none"
"G.F.W. HIGH SCHOOL","MN","head coverings","headwear","none"
"SCOTIA-GLENVILLE SENIOR HIGH SCHOOL","NY","head coverings","headwear","none"
"POWDER RIVER CO DIST HIGH","MT","head coverings","headwear","none"
"PLYMOUTH-WHITEMARSH SHS","PA","head coverings","headwear","none"
"CENTRAL HIGH SCHOOL","GA","head coverings","headwear","none"
"SHERIDAN HIGH SCHOOL","WY","head coverings","headwear","none"
"WEST SENECA EAST SENIOR HIGH SCHOOL","NY","head coverings","headwear","none"
"LANDER VALLEY HIGH SCHOOL","WY","head coverings","headwear","none"
"SKIATOOK HS","OK","head coverings","headwear","none"
"HORLICK HIGH","WI","head coverings","headwear","none"
"WEST DELAWARE HIGH SCHOOL","IA","head coverings","headwear","none"
"EAST COWETA HIGH SCHOOL","GA","head coverings","headwear","none"
"EMPORIA HIGH","KS","head coverings","headwear","none"
"BELLPORT SENIOR HIGH SCHOOL","NY","head coverings","headwear","none"
"ROSEMONT HIGH","CA","head coverings","headwear","none"
"BOWLEGS HS","OK","head coverings","headwear","none"
"RIVERDALE HIGH SCHOOL","FL","head coverings","headwear","none"
"WEST ISLIP SENIOR HIGH SCHOOL","NY","head coverings","headwear","none"
"TARKINGTON H S","TX","head coverings","headwear","none"
"SOUTH GLENS FALLS SENIOR HIGH SCHOOL","NY","head coverings","headwear","none"
"AZLE H S","TX","head coverings","headwear","none"
"LURAY HIGH","VA","head coverings","headwear","female"
"LEBANON SR. HIGH","MO","head coverings","headwear","none"
"APPOQUINIMINK HIGH SCHOOL","DE","head coverings","headwear","female"
"LYNNVILLE-SULLY HIGH SCHOOL","IA","head coverings","headwear","none"
"WHITMAN HANSON REGIONAL","MA","head coverings","headwear","none"
"HARLOWTON HIGH SCHOOL","MT","head coverings","headwear","female"
"OAK CREEK HIGH","WI","head coverings","headwear","none"
"BONNEY LAKE HIGH SCHOOL","WA","head coverings","headwear","none"
"EXCELSIOR SPRINGS HIGH","MO","head coverings","headwear","none"
"BYRON NELSON H S","TX","head coverings","headwear","none"
"FRONTENAC SR. HIGH SCHOOL","KS","head coverings","headwear","none"
"QUEEN CITY H S","TX","head coverings","headwear","none"
"MACON SR. HIGH","MO","head coverings","headwear","none"
"UNION HIGH SCHOOL","IA","head coverings","headwear","none"
"ATASCADERO HIGH","CA","head coverings","headwear","none"
"KEYSTONE HIGH SCHOOL","OH","head coverings","headwear","none"
"EASTERN HIGH SCHOOL","MI","head coverings","headwear","none"
"SHELBY CO HIGH SCH","AL","head coverings","headwear","none"
"SOMERSET HIGH","WI","head coverings","headwear","none"
"BLUE RIDGE H S","TX","head coverings","headwear","none"
"KALKASKA HIGH SCHOOL","MI","head coverings","headwear","none"
"PARK HILL HIGH","MO","head coverings","headwear","none"
"THUNDER RIDGE HIGH SCHOOL","KS","head coverings","headwear","none"
"PEKIN COMMUNITY HIGH SCHOOL","IA","head coverings","headwear","none"
"BRINDLEE MT HIGH SCH","AL","head coverings","headwear","none"
"JOSEPH CASE HIGH","MA","head coverings","headwear","none"
"WEST HEMPSTEAD HIGH SCHOOL","NY","head coverings","headwear","none"
"CENTURY HIGH","MD","head coverings","headwear","none"
"OLTON H S","TX","head coverings","headwear","none"
"LITTLE MIAMI HIGH SCHOOL","OH","head coverings","headwear","none"
"JEFFERSON HIGH","WI","head coverings","headwear","none"
"CEDAR GROVE-BELGIUM HIGH","WI","head coverings","headwear","none"
"PERRY CENTRAL HIGH SCHOOL","MS","head coverings","headwear","female"
"LEOMINSTER HIGH SCHOOL","MA","head coverings","headwear","none"
"LEHIGH SENIOR HIGH SCHOOL","FL","head coverings","headwear","none"
"CHASE HIGH","KS","head coverings","headwear","none"
"PLAINWELL HIGH SCHOOL","MI","head coverings","headwear","none"
"CIMARRON HS","OK","head coverings","headwear","none"
"BATTLE CREEK-IDA GROVE SENIOR HIGH SCHOOL","IA","head coverings","headwear","none"
"BINGHAMTON HIGH SCHOOL","NY","head coverings","headwear","none"
"OMRO HIGH","WI","head coverings","headwear","none"
"CONNALLY HIGH SCHOOL","TX","head coverings","headwear","none"
"MIDDLE CREEK HIGH","NC","head coverings","headwear","none"
"TEXAS H S","TX","head coverings","headwear","none"
"MOORE HS","OK","head coverings","headwear","none"
"CLEAR BROOK H S","TX","head coverings","headwear","none"
"SLEEPY HOLLOW HIGH SCHOOL","NY","head coverings","headwear","none"
"WALPOLE HIGH","MA","head coverings","headwear","none"
"HILLIARD BRADLEY HIGH SCHOOL","OH","head coverings","headwear","none"
"SALLISAW HS","OK","head coverings","headwear","none"
"LAKER HIGH SCHOOL","MI","head coverings","headwear","none"
"GRAND RAPIDS SENIOR HIGH","Mn","head coverings","headwear","none"
"BLACK HAWK HIGH","WI","head coverings","headwear","none"
"FORSYTH HIGH","MO","head coverings","headwear","none"
"RAMON C. CORTINES SCHOOL OF VISUAL AND PERFORMING ARTS","CA","head coverings","headwear","female"
"MASHPEE HIGH","MA","head coverings","headwear","none"
"SILVER VALLEY HIGH","CA","head coverings","headwear","none"
"CALIFORNIA HIGH","MO","head coverings","headwear","none"
"ANDREWS H S","TX","head coverings","headwear","none"
"BUFFALO HIGH SCHOOL","WY","head coverings","headwear","none"
"SWEETWATER H S","TX","head coverings","headwear","none"
"PONCA CITY HS","OK","head coverings","headwear","none"
"AUBURN HIGH","VA","head coverings","headwear","none"
"HICKORY RIDGE HIGH","NC","head coverings","headwear","none"
"DEWITT HIGH SCHOOL","AR","head coverings","headwear","none"
"MARION L STEELE HIGH SCHOOL","OH","head coverings","headwear","none"
"SAINT HELENA HIGH","CA","head coverings","headwear","none"
"CONNETQUOT HIGH SCHOOL","NY","head coverings","headwear","none"
"PORUM HS","OK","head coverings","headwear","none"
"MENCHVILLE HIGH","VA","head coverings","headwear","none"
"MERRILL HIGH","WI","head coverings","headwear","none"
"NORTHWEST CABARRUS HIGH","NC","head coverings","headwear","none"
"ALMONT HIGH SCHOOL","MI","head coverings","headwear","none"
"BOURNE HIGH SCHOOL","MA","head coverings","headwear","none"
"EASTERN YORK HS","PA","head coverings","headwear","none"
"NORWOOD HIGH","MA","head coverings","headwear","none"
"EDGEWOOD H S","TX","head coverings","headwear","none"
"ATLANTA H S","TX","head coverings","headwear","none"
"STRAFFORD HIGH","MO","head coverings","headwear","none"
"QUINCY HIGH SCHOOL","WA","head coverings","headwear","none"
"CLINTON HIGH","WI","head coverings","headwear","none"
"CONCORD HIGH","NC","head coverings","headwear","none"
"MOUNTAIN RANGE HIGH SCHOOL","CO","head coverings","headwear","none"
"CHARLESTON HIGH","MO","head coverings","headwear","none"
"BROOKFIELD HIGH SCHOOL","CT","head coverings","headwear","none"
"CRESTON HIGH SCHOOL","IA","head coverings","headwear","none"
"CENTERVILLE HIGH SCHOOL","IA","head coverings","headwear","none"
"NORTH FAYETTE HIGH SCHOOL","IA","head coverings","headwear","none"
"DANIEL HAND HIGH SCHOOL","CT","head coverings","headwear","none"
"LYNNFIELD HIGH","MA","head coverings","headwear","none"
"BRADFORD AREA HS","PA","head coverings","headwear","none"
"HOLCOMB HIGH","KS","head coverings","headwear","none"
"MARINER HIGH SCHOOL","FL","head coverings","headwear","none"
"BEAVER DAM HIGH","WI","head coverings","headwear","none"
"WINNECONNE HIGH","WI","head coverings","headwear","none"
"WEST SPRINGFIELD HIGH","MA","head coverings","headwear","none"
"NATHAN HALE HIGH","WI","head coverings","headwear","none"
"HENDERSON H S","TX","head coverings","headwear","female"
"PEABODY VETERANS MEMORIAL HIGH","MA","head coverings","headwear","none"
"VAN HORN HIGH","MO","head coverings","headwear","none"
"MARLIN H S","TX","head coverings","headwear","none"
"NEW PRAGUE SENIOR HIGH","MN","head coverings","headwear","none"
"BRAVE CENTER ACADEMY","ND","head coverings","headwear","none"
"SEQUOYAH HS","OK","head coverings","headwear","none"
"TOMAHAWK HIGH","WI","hoods","headwear","none"
"PRIOR LAKE HIGH SCHOOL","MN","hoods","headwear","none"
"OOLOGAH-TALALA HS","OK","hoods","headwear","none"
"LA FERIA H S","TX","hoods","headwear","none"
"BARNES COUNTY NORTH HIGH SCHOOL","ND","hoods","headwear","none"
"FONDA-FULTONVILLE SENIOR HIGH SCHOOL","NY","hoods","headwear","none"
"TEAGUE H S","TX","hoods","headwear","none"
"ARCADIA HIGH SCHOOL","NY","hoods","headwear","none"
"RAVENA-COEYMANS-SELKIRK SENIOR HIGH SCHOOL","NY","hoods","headwear","none"
"ANAMOSA HIGH SCHOOL","IA","hoods","headwear","none"
"BREMOND H S","TX","hoods","headwear","none"
"RED RIVER HIGH SCHOOL","ND","hoods","headwear","none"
"ROBERTSDALE HIGH SCH","AL","hoods","headwear","none"
"BEGGS HS","OK","hoods","headwear","none"
"ELSBERRY HIGH","MO","hoods","headwear","none"
"PORT JERVIS SENIOR HIGH SCHOOL","NY","hoods","headwear","none"
"LONGMONT HIGH SCHOOL","CO","hoods","headwear","none"
"SOUTH JEFFERSON HIGH SCHOOL","NY","hoods","headwear","none"
"SIMSBURY HIGH SCHOOL","CT","hoods","headwear","none"
"NORTHBRIDGE HIGH","MA","hoods","headwear","none"
"BARBERS HILL H S","TX","hoods","headwear","none"
"BUTLER HIGH SCHOOL","OH","hoods","headwear","none"
"GATEWAY HIGH SCHOOL","CO","hoods","headwear","none"
"COE-BROWN NORTHWOOD ACADEMY","NH","hoods","headwear","none"
"HINTON HS","OK","hoods","headwear","none"
"FRUITVALE H S","TX","hoods","headwear","none"
"NEW LONDON HIGH","WI","hoods","headwear","none"
"BERRYVILLE HIGH SCHOOL","AR","hoods","headwear","none"
"HENRIETTA H S","TX","hoods","headwear","none"
"HORN H S","TX","hoods","headwear","none"
"AMITY REGIONAL HIGH SCHOOL","CT","hoods","headwear","none"
"CORNWALL CENTRAL HIGH SCHOOL","NY","hoods","headwear","none"
"CENTRAL HIGH SCHOOL","IA","hoods","headwear","none"
"RANCHO BUENA VISTA HIGH","CA","hoods","headwear","none"
"LEVERETTS CHAPEL H S","TX","hoods","headwear","none"
"WEST STOKES HIGH","NC","hoods","headwear","none"
"NANTUCKET HIGH","MA","hoods","headwear","none"
"NEVADA HIGH SCHOOL","IA","hoods","headwear","none"
"BASTROP H S","TX","hoods","headwear","none"
"MARINETTE HIGH","WI","hoods","headwear","none"
"BORGER H S","TX","hoods","headwear","none"
"SYMMES VALLEY HIGH SCHOOL","OH","hoods","headwear","none"
"WELDON VALLEY HIGH SCHOOL","CO","hoods","headwear","none"
"LAINGSBURG HIGH SCHOOL","MI","hoods","headwear","none"
"COLUMBIA HIGH SCHOOL","NY","hoods","headwear","none"
"TWIN VALLEY HIGH SCHOOL","VT","hoods","headwear","none"
"SHAWANO HIGH","WI","hoods","headwear","none"
"HART HIGH SCHOOL","MI","hoods","headwear","none"
"DOVER HS","OK","hoods","headwear","none"
"SCOTIA-GLENVILLE SENIOR HIGH SCHOOL","NY","hoods","headwear","none"
"POWDER RIVER CO DIST HIGH","MT","hoods","headwear","none"
"PLYMOUTH-WHITEMARSH SHS","PA","hoods","headwear","none"
"SHERIDAN HIGH SCHOOL","WY","hoods","headwear","none"
"CREEKVIEW H S","TX","hoods","headwear","none"
"MORENCI HIGH SCHOOL","AZ","hoods","headwear","none"
"SKIATOOK HS","OK","hoods","headwear","none"
"HORLICK HIGH","WI","hoods","headwear","none"
"WEST DELAWARE HIGH SCHOOL","IA","hoods","headwear","none"
"EAST COWETA HIGH SCHOOL","GA","hoods","headwear","none"
"NISKAYUNA HIGH SCHOOL","NY","hoods","headwear","none"
"EMPORIA HIGH","KS","hoods","headwear","none"
"BELLPORT SENIOR HIGH SCHOOL","NY","hoods","headwear","none"
"PLATTE CANYON HIGH SCHOOL","CO","hoods","headwear","none"
"SPENCERPORT HIGH SCHOOL","NY","hoods","headwear","none"
"PIEDMONT HS","OK","hoods","headwear","none"
"CRATER ACADEMY OF HEALTH AND PUBLIC SERVICES","OR","hoods","headwear","none"
"TARKINGTON H S","TX","hoods","headwear","none"
"AZLE H S","TX","hoods","headwear","none"
"QUANAH H S","TX","hoods","headwear","none"
"RHAM HIGH SCHOOL","CT","hoods","headwear","none"
"GRANDVIEW SR. HIGH","MO","hoods","headwear","none"
"BONNEY LAKE HIGH SCHOOL","WA","hoods","headwear","none"
"ROGERS H S","TX","hoods","headwear","none"
"EXCELSIOR SPRINGS HIGH","MO","hoods","headwear","none"
"CELINA H S","TX","hoods","headwear","none"
"MACON SR. HIGH","MO","hoods","headwear","none"
"ONTARIO HIGH SCHOOL","OR","hoods","headwear","none"
"EASTERN HIGH SCHOOL","MI","hoods","headwear","none"
"INDEPENDENCE HIGH SCHOOL","MS","hoods","headwear","none"
"KALKASKA HIGH SCHOOL","MI","hoods","headwear","none"
"PARK HILL HIGH","MO","hoods","headwear","none"
"THUNDER RIDGE HIGH SCHOOL","KS","hoods","headwear","none"
"BRINDLEE MT HIGH SCH","AL","hoods","headwear","none"
"WACONIA SENIOR HIGH","MN","hoods","headwear","none"
"JOSEPH CASE HIGH","MA","hoods","headwear","none"
"WHARTON H S","TX","hoods","headwear","none"
"LEAVENWORTH SR HIGH","KS","hoods","headwear","none"
"ILLINOIS VALLEY HIGH SCHOOL","OR","hoods","headwear","none"
"GRIFFIN HIGH SCHOOL","GA","hoods","headwear","none"
"WEST HEMPSTEAD HIGH SCHOOL","NY","hoods","headwear","none"
"OLTON H S","TX","hoods","headwear","none"
"LITTLE MIAMI HIGH SCHOOL","OH","hoods","headwear","none"
"JEFFERSON HIGH","WI","hoods","headwear","none"
"CEDAR GROVE-BELGIUM HIGH","WI","hoods","headwear","none"
"MONROE-WOODBURY HIGH SCHOOL","NY","hoods","headwear","none"
"PERRY CENTRAL HIGH SCHOOL","MS","hoods","headwear","none"
"LEOMINSTER HIGH SCHOOL","MA","hoods","headwear","none"
"CHRISTIANSBURG HIGH","VA","hoods","headwear","none"
"LEBANON HIGH SCHOOL","OR","hoods","headwear","none"
"CLEARWATER HIGH","MO","hoods","headwear","none"
"CHASE HIGH","KS","hoods","headwear","none"
"CENTRALIA HIGH","MO","hoods","headwear","none"
"GRANTSBURG HIGH","WI","hoods","headwear","none"
"UNIONVILLE-SEBEWAING HIGH SCHOOL","MI","hoods","headwear","none"
"DANVERS HIGH","MA","hoods","headwear","none"
"IGNACIO HIGH SCHOOL","CO","hoods","headwear","none"
"BINGHAMTON HIGH SCHOOL","NY","hoods","headwear","none"
"OMRO HIGH","WI","hoods","headwear","none"
"PIERCE COUNTY HIGH SCHOOL","GA","hoods","headwear","none"
"SOUTH ALBANY HIGH SCHOOL","OR","hoods","headwear","none"
"MOORE HS","OK","hoods","headwear","none"
"CLEAR BROOK H S","TX","hoods","headwear","none"
"DOUGLAS HIGH SCHOOL","MA","hoods","headwear","none"
"WALPOLE HIGH","MA","hoods","headwear","none"
"EAST HAMPTON HIGH SCHOOL","NY","hoods","headwear","none"
"WARRENTON HIGH SCHOOL","OR","hoods","headwear","none"
"MONROE CITY R-I HIGH","MO","hoods","headwear","none"
"TEMPLE H S","TX","hoods","headwear","none"
"HOBBS HIGH","NM","hoods","headwear","none"
"SOCIAL CIRCLE HIGH SCHOOL","GA","hoods","headwear","none"
"LOMIRA HIGH","WI","hoods","headwear","none"
"LODI HIGH","WI","hoods","headwear","none"
"ASSETS","TX","hoods","headwear","none"
"EDISON ACADEMY","MA","hoods","headwear","none"
"MASHPEE HIGH","MA","hoods","headwear","none"
"SWEETWATER H S","TX","hoods","headwear","none"
"HILTON HIGH SCHOOL","NY","hoods","headwear","none"
"AUBURN SENIOR HIGH","MA","hoods","headwear","none"
"BONDUEL HIGH","WI","hoods","headwear","none"
"FARMINGTON HIGH","NM","hoods","headwear","none"
"MOUNT PLEASANT HIGH","NC","hoods","headwear","none"
"POTTSTOWN SHS","PA","hoods","headwear","none"
"MENCHVILLE HIGH","VA","hoods","headwear","none"
"MARSHALLTOWN HIGH SCHOOL","IA","hoods","headwear","none"
"WEST PLAINS SR. HIGH","MO","hoods","headwear","none"
"ELKHORN AREA HIGH","WI","hoods","headwear","none"
"BOURNE HIGH SCHOOL","MA","hoods","headwear","none"
"CAMERON HIGH","MO","hoods","headwear","none"
"TALIHINA HS","OK","hoods","headwear","none"
"NEWBERG SENIOR HIGH SCHOOL","OR","hoods","headwear","none"
"NICOLET HIGH","WI","hoods","headwear","none"
"CLINTON HIGH","WI","hoods","headwear","none"
"CONCORD HIGH","NC","hoods","headwear","none"
"JENKS HS","OK","hoods","headwear","none"
"CHARLESTON HIGH","MO","hoods","headwear","none"
"MOUNT UNION AREA SHS","PA","hoods","headwear","none"
"CRESTON HIGH SCHOOL","IA","hoods","headwear","none"
"NORTH FAYETTE HIGH SCHOOL","IA","hoods","headwear","none"
"HORNELL SENIOR HIGH SCHOOL","NY","hoods","headwear","none"
"CROSWELL-LEXINGTON HIGH SCHOOL","MI","hoods","headwear","none"
"LAPINE SENIOR HIGH SCHOOL","OR","hoods","headwear","none"
"ANACORTES HIGH SCHOOL","WA","hoods","headwear","none"
"BRADFORD AREA HS","PA","hoods","headwear","none"
"SAUK RAPIDS-RICE SENIOR HIGH","MN","hoods","headwear","none"
"BEAVER DAM HIGH","WI","hoods","headwear","none"
"WINNECONNE HIGH","WI","hoods","headwear","none"
"ALTA LOMA HIGH","CA","hoods","headwear","none"
"LITTLETON HIGH SCHOOL","MA","hoods","headwear","none"
"SIUSLAW HIGH SCHOOL","OR","hoods","headwear","none"
"HENDERSON H S","TX","hoods","headwear","none"
"SHELBY HIGH SCHOOL","MT","hoods","headwear","none"
"VAN HORN HIGH","MO","hoods","headwear","none"
"KNOXVILLE HIGH SCHOOL","IA","hoods","headwear","none"
"MARLIN H S","TX","hoods","headwear","none"
"HARDIN-JEFFERSON H S","TX","hoods","headwear","female"
"MENOMONIE HIGH","WI","hoods","headwear","none"
"NEW PRAGUE SENIOR HIGH","MN","hoods","headwear","none"
"PRIOR LAKE HIGH SCHOOL","MN","scarves","headwear","none"
"OOLOGAH-TALALA HS","OK","scarves","headwear","none"
"ARCADIA HIGH SCHOOL","NY","scarves","headwear","none"
"TACONIC HIGH","MA","scarves","headwear","none"
"BROOKFIELD HIGH","MO","scarves","headwear","none"
"RED RIVER HIGH SCHOOL","ND","scarves","headwear","none"
"ROBERTSDALE HIGH SCH","AL","scarves","headwear","none"
"LATHROP HIGH SCHOOL","AK","scarves","headwear","none"
"IRONTON HIGH SCHOOL","OH","scarves","headwear","none"
"CHILLICOTHE HIGH","MO","scarves","headwear","none"
"BERRYVILLE HIGH SCHOOL","AR","scarves","headwear","none"
"EAST LAURENS HIGH SCHOOL","GA","scarves","headwear","none"
"HORN H S","TX","scarves","headwear","none"
"LEVERETTS CHAPEL H S","TX","scarves","headwear","none"
"MCGREGOR H S","TX","scarves","headwear","none"
"WESTHILL HIGH SCHOOL","CT","scarves","headwear","none"
"BORGER H S","TX","scarves","headwear","none"
"WELDON VALLEY HIGH SCHOOL","CO","scarves","headwear","none"
"SHAWANO HIGH","WI","scarves","headwear","none"
"THOMAS JEFFERSON HIGH SCHOOL","CO","scarves","headwear","none"
"CREEKVIEW H S","TX","scarves","headwear","none"
"ROSEMONT HIGH","CA","scarves","headwear","none"
"PIEDMONT HS","OK","scarves","headwear","none"
"DAVID PROUTY HIGH","MA","scarves","headwear","none"
"LURAY HIGH","VA","scarves","headwear","female"
"GRANDVIEW SR. HIGH","MO","scarves","headwear","none"
"OAK CREEK HIGH","WI","scarves","headwear","none"
"EXCELSIOR SPRINGS HIGH","MO","scarves","headwear","none"
"INDEPENDENCE HIGH SCHOOL","MS","scarves","headwear","none"
"THUNDER RIDGE HIGH SCHOOL","KS","scarves","headwear","none"
"LEOMINSTER HIGH SCHOOL","MA","scarves","headwear","none"
"HILLDALE HS","OK","scarves","headwear","none"
"ALVARADO H S","TX","scarves","headwear","none"
"DANVERS HIGH","MA","scarves","headwear","none"
"OMRO HIGH","WI","scarves","headwear","none"
"MIDDLE CREEK HIGH","NC","scarves","headwear","none"
"CHANHASSEN HIGH SCHOOL","MN","scarves","headwear","none"
"HILLIARD BRADLEY HIGH SCHOOL","OH","scarves","headwear","none"
"PITTSFIELD HIGH","MA","scarves","headwear","none"
"SOCIAL CIRCLE HIGH SCHOOL","GA","scarves","headwear","none"
"NETTLETON HIGH SCHOOL","MS","scarves","headwear","none"
"ASHER HS","OK","scarves","headwear","none"
"MORRISON HS","OK","scarves","headwear","none"
"POTTSTOWN SHS","PA","scarves","headwear","none"
"MENCHVILLE HIGH","VA","scarves","headwear","none"
"WASHBURN RURAL HIGH","KS","scarves","headwear","none"
"NICOLET HIGH","WI","scarves","headwear","none"
"JENKS HS","OK","scarves","headwear","none"
"CHARLESTON HIGH","MO","scarves","headwear","none"
"THORP HIGH","WI","scarves","headwear","none"
"NORTHLAND PINES HIGH","WI","scarves","headwear","none"
"SIUSLAW HIGH SCHOOL","OR","scarves","headwear","none"
"VAN HORN HIGH","MO","scarves","headwear","none"
"MOUNT PLEASANT HIGH","NC","beanie skull cap","headwear","none"
"NORTHGLENN HIGH SCHOOL","CO","sweat bands","headwear","none"
"BROOKFIELD HIGH","MO","sweat bands","headwear","none"
"BREMOND H S","TX","sweat bands","headwear","none"
"ROBERTSDALE HIGH SCH","AL","sweat bands","headwear","none"
"LATHROP HIGH SCHOOL","AK","sweat bands","headwear","none"
"CEDAR CITY HIGH","UT","sweat bands","headwear","none"
"DAPHNE HIGH SCH","AL","sweat bands","headwear","none"
"EAST LAURENS HIGH SCHOOL","GA","sweat bands","headwear","none"
"GRANBURY H S","TX","sweat bands","headwear","none"
"HORN H S","TX","sweat bands","headwear","none"
"WEATHERFORD H S","TX","sweat bands","headwear","none"
"CENTRAL HIGH SCHOOL","IA","sweat bands","headwear","none"
"WEST STOKES HIGH","NC","sweat bands","headwear","none"
"PLEASANT GROVE H S","TX","sweat bands","headwear","none"
"HART HIGH SCHOOL","MI","sweat bands","headwear","none"
"CREEKVIEW H S","TX","sweat bands","headwear","none"
"LINCOLN SENIOR HIGH SCHOOL","MI","sweat bands","headwear","none"
"QUANAH H S","TX","sweat bands","headwear","none"
"ROGERS H S","TX","sweat bands","headwear","none"
"EXCELSIOR SPRINGS HIGH","MO","sweat bands","headwear","none"
"BYRON NELSON H S","TX","sweat bands","headwear","none"
"QUEEN CITY H S","TX","sweat bands","headwear","none"
"INDEPENDENCE HIGH SCHOOL","MS","sweat bands","headwear","none"
"GRIFFIN HIGH SCHOOL","GA","sweat bands","headwear","none"
"LITTLE MIAMI HIGH SCHOOL","OH","sweat bands","headwear","none"
"CENTRALIA HIGH","MO","sweat bands","headwear","none"
"DANVERS HIGH","MA","sweat bands","headwear","none"
"CONNALLY HIGH SCHOOL","TX","sweat bands","headwear","none"
"MIDDLE CREEK HIGH","NC","sweat bands","headwear","none"
"SLEEPY HOLLOW HIGH SCHOOL","NY","sweat bands","headwear","none"
"LAKER HIGH SCHOOL","MI","sweat bands","headwear","none"
"MENCHVILLE HIGH","VA","sweat bands","headwear","none"
"MARSHALLTOWN HIGH SCHOOL","IA","sweat bands","headwear","none"
"WEST PLAINS SR. HIGH","MO","sweat bands","headwear","none"
"NORWOOD HIGH","MA","sweat bands","headwear","none"
"ATLANTA H S","TX","sweat bands","headwear","none"
"NORTHLAND PINES HIGH","WI","sweat bands","headwear","none"
"VAN HORN HIGH","MO","sweat bands","headwear","none"
"MARLIN H S","TX","sweat bands","headwear","none"
"PERRY CENTRAL HIGH SCHOOL","MS","wave caps","headwear","none"
"EDISON ACADEMY","MA","wave caps","headwear","none"
"FARMINGTON HIGH","NM","wave caps","headwear","none"
"HENDERSON H S","TX","wave caps","headwear","none"
"RUSK H S","TX","visors","headwear","none"
"BREMOND H S","TX","visors","headwear","none"
"SOUTHERN COLUMBIA HS","PA","visors","headwear","none"
"NORTHBRIDGE HIGH","MA","visors","headwear","none"
"CARROLLTON HIGH SCHOOL","GA","visors","headwear","none"
"NANTUCKET HIGH","MA","visors","headwear","none"
"CENTRAL HIGH SCHOOL","GA","visors","headwear","none"
"AZLE H S","TX","visors","headwear","none"
"RANCHO VERDE HIGH","CA","visors","headwear","none"
"LOMPOC HIGH","CA","visors","headwear","none"
"JOSEPH CASE HIGH","MA","visors","headwear","none"
"GRIFFIN HIGH SCHOOL","GA","visors","headwear","none"
"JEFFERSON HIGH","WI","visors","headwear","none"
"CEDAR GROVE-BELGIUM HIGH","WI","visors","headwear","none"
"KETCHUM HS","OK","visors","headwear","none"
"ALVARADO H S","TX","visors","headwear","none"
"DANVERS HIGH","MA","visors","headwear","none"
"DOUGLAS HIGH SCHOOL","MA","visors","headwear","none"
"LODI HIGH","WI","visors","headwear","none"
"PONCA CITY HS","OK","visors","headwear","none"
"MARSHALLTOWN HIGH SCHOOL","IA","visors","headwear","none"
"NORWOOD HIGH","MA","visors","headwear","none"
"NICOLET HIGH","WI","visors","headwear","none"
"POTOSI HIGH","WI","visors","headwear","none"
"JOHN STARK REGIONAL HIGH SCHOOL","NH","visors","headwear","none"
"NORTH FAYETTE HIGH SCHOOL","IA","visors","headwear","none"
"RUSK H S","TX","gang-related tattoos","grooming","none"
"RUSK H S","TX","excessive tattoos","grooming","none"
"RUSK H S","TX","excessive hair length","grooming","none"
"RUSK H S","TX","designs cut in hair","grooming","none"
"RUSK H S","TX","untidy facial hair","grooming","none"
"RUSK H S","TX","unusual make-up","grooming","none"
"NORTH FORT MYERS HIGH SCHOOL","FL","piercings other than ear or small stud in nose","grooming","none"
"TOMAHAWK HIGH","WI","face paint","grooming","none"
"OOLOGAH-TALALA HS","OK","hair paint","grooming","none"
"JUDITH GAP HIGH SCHOOL","MT","bad hygiene","grooming","none"
"LA FERIA H S","TX","hair that is spiked over 1 inch","grooming","none"
"LA FERIA H S","TX","shaved","grooming","none"
"LA FERIA H S","TX","bushy","grooming","none"
"LA FERIA H S","TX","designs cut in hair","grooming","none"
"LA FERIA H S","TX","stripes","grooming","none"
"LA FERIA H S","TX","tails","grooming","none"
"LA FERIA H S","TX","excessive make-up","grooming","none"
"LA FERIA H S","TX","sideburns longer than bottom of ear","grooming","male"
"LA FERIA H S","TX","long hair","grooming","male"
"LA FERIA H S","TX","beards","grooming","male"
"LA FERIA H S","TX","goatees","grooming","male"
"TEAGUE H S","TX","spiking","grooming","none"
"TEAGUE H S","TX","tails","grooming","none"
"TEAGUE H S","TX","partially shaved hair","grooming","none"
