gameid,quarter,clock,season,season.type,description
21800942,1,10:13,2018-19,Regular Season,[LAL] Bullock Foul: Defense 3 Second (1 PF) (1 FTA) (E Dalen)
21800950,1,7:55,2018-19,Regular Season,[WAS] Satoransky Foul: Defense 3 Second (1 PF) (1 FTA) (J Williams)
21800951,1,4:40,2018-19,Regular Season,[MEM] Noah Foul: Defense 3 Second (2 PF) (1 FTA) (D Collins)
21800953,2,1:52,2018-19,Regular Season,[ATL] Dedmon Foul: Defense 3 Second (1 PF) (1 FTA) (N Buchert)
21800956,2,1:56,2018-19,Regular Season,[UTA] Gobert Foul: Defense 3 Second (1 PF) (1 FTA) (K Fitzgerald)
21800957,2,4:04,2018-19,Regular Season,[NYK] Trier Foul: Defense 3 Second (1 PF) (1 FTA) (M Ervin)
21800957,2,5:47,2018-19,Regular Season,[SAC] Giles III Foul: Defense 3 Second (2 PF) (1 FTA) (D Taylor)
21800958,2,8:27,2018-19,Regular Season,[LAL] Kuzma Foul: Defense 3 Second (2 PF) (1 FTA) (M Lindsay)
21800958,1,7:36,2018-19,Regular Season,[LAC] Zubac Foul: Defense 3 Second (1 PF) (1 FTA) (M Lindsay)
21800965,2,2:44,2018-19,Regular Season,[CHA] Zeller Foul: Defense 3 Second (2 PF) (1 FTA) (B Taylor)
21800966,1,7:16,2018-19,Regular Season,[DET] Brown Foul: Defense 3 Second (1 PF) (1 FTA) (K Scott)
21800967,4,5:12,2018-19,Regular Season,[DAL] Hardaway Jr. Foul: Defense 3 Second (4 PF) (1 FTA) (L Wood)
21800970,2,3:22,2018-19,Regular Season,[PHI] Simmons Foul: Defense 3 Second (1 PF) (1 FTA) (M Davis)
21800971,2,4:00,2018-19,Regular Season,[UTA] Mitchell Foul: Defense 3 Second (3 PF) (1 FTA) (R Mott)
21800972,1,6:00,2018-19,Regular Season,[PHX] Ayton Foul: Defense 3 Second (2 PF) (1 FTA) (J Sterling)
21800974,3,10:11,2018-19,Regular Season,[DEN] Barton Foul: Defense 3 Second (2 PF) (1 FTA) (J Williams)
21800975,4,5:38,2018-19,Regular Season,[MIL] Lopez Foul: Defense 3 Second (3 PF) (1 FTA) (B Forte)
21800978,1,1:01,2018-19,Regular Season,[ORL] Iwundu Foul: Defense 3 Second (1 PF) (1 FTA) (P Fraher)
21800979,4,10:57,2018-19,Regular Season,[MIA] Jones Jr. Foul: Defense 3 Second (3 PF) (1 FTA) (D Richardson)
21800980,1,2:40,2018-19,Regular Season,[DET] Drummond Foul: Defense 3 Second (2 PF) (1 FTA) (T Brown)
21800981,1,10:36,2018-19,Regular Season,[PHI] Bolden Foul: Defense 3 Second (1 PF) (1 FTA) (M Ayotte)
21800983,1,3:40,2018-19,Regular Season,[TOR] Ibaka Foul: Defense 3 Second (1 PF) (1 FTA) (L Wood)
21801001,1,2:33,2018-19,Regular Season,[TOR] Siakam Foul: Defense 3 Second (2 PF) (1 FTA) (T Brothers)
21801004,1,5:33,2018-19,Regular Season,[CHA] Biyombo Foul: Defense 3 Second (1 PF) (1 FTA) (T Washington)
21801005,2,4:47,2018-19,Regular Season,[UTA] Gobert Foul: Defense 3 Second (3 PF) (1 FTA) (C Blair)
21801005,1,8:14,2018-19,Regular Season,[UTA] Gobert Foul: Defense 3 Second (2 PF) (1 FTA) (Z Zarba)
21801009,1,4:19,2018-19,Regular Season,[CHI] Lopez Foul: Defense 3 Second (1 PF) (1 FTA) (M Kogut)
21801013,3,5:59,2018-19,Regular Season,[LAC] Harrell Foul: Defense 3 Second (2 PF) (1 FTA) (B Forte)
21801018,2,11:25,2018-19,Regular Season,[HOU] Tucker Foul: Defense 3 Second (1 PF) (1 FTA) (M Boland)
21801026,1,5:35,2018-19,Regular Season,[LAL] McGee Foul: Defense 3 Second (2 PF) (1 FTA) (L Richardson)
21801029,3,5:51,2018-19,Regular Season,[MIA] Adebayo Foul: Defense 3 Second (3 PF) (1 FTA) (S Wall)
21801034,2,6:50,2018-19,Regular Season,[ATL] Dedmon Foul: Defense 3 Second (2 PF) (1 FTA) (P Fraher)
21801035,1,3:39,2018-19,Regular Season,[MEM] Conley Foul: Defense 3 Second (2 PF) (1 FTA) (C Blair)
21801038,2,00:14.5,2018-19,Regular Season,[GSW] Looney Foul: Defense 3 Second (2 PF) (1 FTA) (D Richardson)
21801039,2,8:10,2018-19,Regular Season,[SAS] Mills Foul: Defense 3 Second (1 PF) (1 FTA) (J Goldenberg)
21801048,1,1:51,2018-19,Regular Season,[HOU] Green Foul: Defense 3 Second (1 PF) (1 FTA) (K Mauer)
21801052,3,8:52,2018-19,Regular Season,[DEN] Millsap Foul: Defense 3 Second (3 PF) (1 FTA) (D Taylor)
21801055,2,5:56,2018-19,Regular Season,[GSW] Bell Foul: Defense 3 Second (1 PF) (1 FTA) (J Phillips)
21801057,2,5:31,2018-19,Regular Season,[PHX] Ayton Foul: Defense 3 Second (2 PF) (1 FTA) (T Brothers)
21801059,2,11:45,2018-19,Regular Season,[PHI] Johnson Foul: Defense 3 Second (1 PF) (1 FTA) (K Cutler)
21801059,1,5:32,2018-19,Regular Season,[PHI] Marjanovic Foul: Defense 3 Second (1 PF) (1 FTA) (E Lewis)
21801063,1,4:10,2018-19,Regular Season,[BKN] Allen Foul: Defense 3 Second (2 PF) (1 FTA) (D Guthrie)
21801064,4,4:10,2018-19,Regular Season,[LAC] Harrell Foul: Defense 3 Second (4 PF) (1 FTA) (J Goble)
21801069,1,4:55,2018-19,Regular Season,[WAS] Parker Foul: Defense 3 Second (1 PF) (1 FTA) (R Garretson)
21801072,4,10:04,2018-19,Regular Season,[TOR] Ibaka Foul: Defense 3 Second (3 PF) (1 FTA) (T Brothers)
21801074,1,10:10,2018-19,Regular Season,[CHA] Bridges Foul: Defense 3 Second (1 PF) (1 FTA) (D Taylor)
21801075,2,9:15,2018-19,Regular Season,[WAS] Portis Foul: Defense 3 Second (1 PF) (1 FTA) (B Barnaky)
21801080,1,4:34,2018-19,Regular Season,[MEM] Valanciunas Foul: Defense 3 Second (1 PF) (1 FTA) (M Lindsay)
21801082,4,10:58,2018-19,Regular Season,[DEN] Plumlee Foul: Defense 3 Second (1 PF) (1 FTA) (B Forte)
21801086,2,4:53,2018-19,Regular Season,[BKN] Davis Foul: Defense 3 Second (2 PF) (1 FTA) (M Davis)
21801088,2,6:37,2018-19,Regular Season,[ATL] Dedmon Foul: Defense 3 Second (3 PF) (1 FTA) (M Lindsay)
21801088,1,1:01,2018-19,Regular Season,[PHI] Embiid Foul: Defense 3 Second (1 PF) (1 FTA) (M Lindsay)
21801091,3,7:39,2018-19,Regular Season,[MIN] Towns Foul: Defense 3 Second (4 PF) (1 FTA) (C Kirkland)
21801091,1,10:16,2018-19,Regular Season,[MEM] Dorsey Foul: Defense 3 Second (1 PF) (1 FTA) (J Goble)
21801093,3,5:49,2018-19,Regular Season,[POR] Nurkic Foul: Defense 3 Second (2 PF) (1 FTA) (J Orr)
21801093,2,7:02,2018-19,Regular Season,[DET] Pachulia Foul: Defense 3 Second (1 PF) (1 FTA) (D Collins)
21801102,3,1:43,2018-19,Regular Season,[LAL] Chandler Foul: Defense 3 Second (2 PF) (1 FTA) (E Lewis)
21801104,1,4:06,2018-19,Regular Season,[MEM] Caboclo Foul: Defense 3 Second (2 PF) (1 FTA) (L Wood)
21801105,2,2:14,2018-19,Regular Season,[UTA] Gobert Foul: Defense 3 Second (1 PF) (1 FTA) (J Van Duyne)
21801112,3,8:55,2018-19,Regular Season,[LAC] Zubac Foul: Defense 3 Second (3 PF) (1 FTA) (M Lindsay)
21801117,2,1:43,2018-19,Regular Season,[POR] Collins Foul: Defense 3 Second (1 PF) (1 FTA) (S Wright)
21801120,1,7:57,2018-19,Regular Season,[WAS] Satoransky Foul: Defense 3 Second (1 PF) (1 FTA) (M Smith)
21801123,3,9:49,2018-19,Regular Season,[BKN] Kurucs Foul: Defense 3 Second (2 PF) (1 FTA) (J Goldenberg)
21801127,1,6:20,2018-19,Regular Season,[MIL] Lopez Foul: Defense 3 Second (1 PF) (1 FTA) (J Orr)
21801139,2,8:47,2018-19,Regular Season,[DET] Pachulia Foul: Defense 3 Second (3 PF) (1 FTA) (M Lindsay)
21801139,2,8:23,2018-19,Regular Season,[POR] Collins Foul: Defense 3 Second (1 PF) (1 FTA) (T Brothers)
21801140,2,3:44,2018-19,Regular Season,[ORL] Isaac Foul: Defense 3 Second (1 PF) (1 FTA) (J Williams)
21801151,1,7:08,2018-19,Regular Season,[LAC] Gilgeous-Alexander Foul: Defense 3 Second (1 PF) (1 FTA) (R Garretson)
21801156,1,3:07,2018-19,Regular Season,[ORL] Vucevic Foul: Defense 3 Second (1 PF) (1 FTA) (J Goldenberg)
21801159,1,5:33,2018-19,Regular Season,[CHA] Hernangomez Foul: Defense 3 Second (1 PF) (1 FTA) (E Dalen)
21801165,4,9:44,2018-19,Regular Season,[IND] Young Foul: Defense 3 Second (3 PF) (1 FTA) (M Smith)
21801166,4,5:52,2018-19,Regular Season,[ORL] Vucevic Foul: Defense 3 Second (4 PF) (1 FTA) (J Sterling)
21801167,2,10:45,2018-19,Regular Season,[CHI] Alkins Foul: Defense 3 Second (1 PF) (1 FTA) (H Workman)
21801170,3,2:05,2018-19,Regular Season,[MIA] Whiteside Foul: Defense 3 Second (4 PF) (1 FTA) (J Phillips)
21801180,3,5:33,2018-19,Regular Season,[CHA] Kidd-Gilchrist Foul: Defense 3 Second (1 PF) (1 FTA) (R Garretson)
21801180,1,11:23,2018-19,Regular Season,[TOR] Siakam Foul: Defense 3 Second (1 PF) (1 FTA) (N Buchert)
21801182,4,6:02,2018-19,Regular Season,[SAS] Poeltl Foul: Defense 3 Second (3 PF) (1 FTA) (K Lane)
21801189,3,8:10,2018-19,Regular Season,[NOP] Okafor Foul: Defense 3 Second (1 PF) (1 FTA) (J Orr)
21801189,1,2:47,2018-19,Regular Season,[PHX] Bender Foul: Defense 3 Second (2 PF) (1 FTA) (M Lindsay)
21801190,3,00:15.1,2018-19,Regular Season,[DEN] Plumlee Foul: Defense 3 Second (4 PF) (1 FTA) (C Kirkland)
21801195,1,4:41,2018-19,Regular Season,[TOR] Gasol Foul: Defense 3 Second (2 PF) (1 FTA) (E Lewis)
21801198,2,7:34,2018-19,Regular Season,[CHA] Batum Foul: Defense 3 Second (2 PF) (1 FTA) (T Ford)
21801208,3,11:25,2018-19,Regular Season,[UTA] Gobert Foul: Defense 3 Second (1 PF) (1 FTA) (L Wood)
21801215,3,00:56.7,2018-19,Regular Season,[NOP] Wood Foul: Defense 3 Second (3 PF) (1 FTA) (J Tiven)
21801217,2,5:08,2018-19,Regular Season,[DEN] Beasley Foul: Defense 3 Second (2 PF) (1 FTA) (M Ayotte)
21801218,3,00:54.7,2018-19,Regular Season,[OKC] Mark Morris Foul: Defense 3 Second (2 PF) (1 FTA) (J Williams)
21801218,3,1:15,2018-19,Regular Season,[HOU] Nene Foul: Defense 3 Second (2 PF) (1 FTA) (J Williams)
21801220,1,2:14,2018-19,Regular Season,[IND] Holiday Foul: Defense 3 Second (1 PF) (1 FTA) (M Lindsay)
21801223,1,3:06,2018-19,Regular Season,[NYK] Kornet Foul: Defense 3 Second (1 PF) (1 FTA) (R Garretson)
21801228,1,00:58.2,2018-19,Regular Season,[DEN] Beasley Foul: Defense 3 Second (1 PF) (1 FTA) (J Phillips)
