gameid,quarter,clock,season,season.type,description
21601035,2,8:19,2016-17,Regular Season,[MIL] Dellavedova Foul: Defense 3 Second (0 PF) (B Adams)
21601035,2,9:47,2016-17,Regular Season,[GSW] West Foul: Defense 3 Second (0 PF) (Z Zarba)
21601036,2,9:28,2016-17,Regular Season,[BKN] Nicholson Foul: Defense 3 Second (0 PF) (C Kirkland)
21601038,2,4:57,2016-17,Regular Season,[PHX] Williams Foul: Defense 3 Second (0 PF) (C Washington)
21601038,2,6:01,2016-17,Regular Season,[PHX] Williams Foul: Defense 3 Second (0 PF) (K Mauer)
21601043,2,6:56,2016-17,Regular Season,[CLE] Jefferson Foul: Defense 3 Second (1 PF) (R Garretson)
21601045,2,9:26,2016-17,Regular Season,[ORL] Biyombo Foul: Defense 3 Second (1 PF) (J VanDuyne)
21601046,4,6:40,2016-17,Regular Season,[UTA] Gobert Foul: Defense 3 Second (3 PF) (M McCutchen)
21601046,2,8:35,2016-17,Regular Season,[UTA] Lyles Foul: Defense 3 Second (0 PF) (M McCutchen)
21601046,1,00:43.6,2016-17,Regular Season,[UTA] Withey Foul: Defense 3 Second (0 PF) (J Tiven)
21601048,3,3:53,2016-17,Regular Season,[DEN] Jokic Foul: Defense 3 Second (1 PF) (J Orr)
21601050,2,3:34,2016-17,Regular Season,[NYK] Porzingis Foul: Defense 3 Second (3 PF) (H Workman)
21601050,1,2:56,2016-17,Regular Season,[NYK] O'Quinn Foul: Defense 3 Second (0 PF) (H Workman)
21601057,4,10:42,2016-17,Regular Season,[POR] Nurkic Foul: Defense 3 Second (3 PF) (G Zielinski)
21601057,2,9:36,2016-17,Regular Season,[POR] Vonleh Foul: Defense 3 Second (0 PF) (R Garretson)
21601058,2,9:07,2016-17,Regular Season,[LAC] Crawford Foul: Defense 3 Second (1 PF) (D Richardson)
21601065,2,2:00,2016-17,Regular Season,[MIL] Hawes Foul: Defense 3 Second (0 PF) (D Stafford)
21601065,1,10:15,2016-17,Regular Season,[MIL] Maker Foul: Defense 3 Second (0 PF) (D Collins)
21601067,2,3:42,2016-17,Regular Season,[BKN] Lopez Foul: Defense 3 Second (2 PF) (S Wall)
21601069,1,4:37,2016-17,Regular Season,[LAC] Jordan Foul: Defense 3 Second (0 PF) (G Zielinski)
21601071,3,6:36,2016-17,Regular Season,[NYK] Porzingis Foul: Defense 3 Second (2 PF) (K Cutler)
21601077,2,2:13,2016-17,Regular Season,[PHI] Rodriguez Foul: Defense 3 Second (1 PF) (M Smith)
21601086,3,11:17,2016-17,Regular Season,[POR] Nurkic Foul: Defense 3 Second (0 PF) (J Capers)
21601088,2,8:23,2016-17,Regular Season,[BKN] McDaniels Foul: Defense 3 Second (0 PF) (H Workman)
21601090,1,10:42,2016-17,Regular Season,[MIL] Maker Foul: Defense 3 Second (0 PF) (R Mott)
21601100,2,5:09,2016-17,Regular Season,[OKC] Adams Foul: Defense 3 Second (2 PF) (T Brothers)
21601101,4,7:37,2016-17,Regular Season,[MEM] Conley Foul: Defense 3 Second (1 PF) (D Crawford)
21601101,1,3:17,2016-17,Regular Season,[SAC] Labissiere Foul: Defense 3 Second (0 PF) (M Kogut)
21601102,3,2:43,2016-17,Regular Season,[NOP] Davis Foul: Defense 3 Second (1 PF) (J Capers)
21601103,4,11:02,2016-17,Regular Season,[CHA] Belinelli Foul: Defense 3 Second (0 PF) (D Taylor)
21601104,1,7:24,2016-17,Regular Season,[IND] Turner Foul: Defense 3 Second (0 PF) (N Buchert)
21601118,2,6:32,2016-17,Regular Season,[SAS] Dedmon Foul: Defense 3 Second (1 PF) (S Foster)
21601118,2,7:25,2016-17,Regular Season,[GSW] West Foul: Defense 3 Second (0 PF) (J Williams)
21601122,4,5:20,2016-17,Regular Season,[CHI] Lopez Foul: Defense 3 Second (2 PF) (D Crawford)
21601123,3,10:50,2016-17,Regular Season,[MIN] Dieng Foul: Defense 3 Second (2 PF) (B Forte)
21601123,2,10:32,2016-17,Regular Season,[LAL] Black Foul: Defense 3 Second (0 PF) (J VanDuyne)
21601130,2,1:31,2016-17,Regular Season,[DET] Drummond Foul: Defense 3 Second (1 PF) (J Capers)
21601133,2,1:56,2016-17,Regular Season,[NYK] Lee Foul: Defense 3 Second (0 PF) (K Fitzgerald)
21601139,1,9:25,2016-17,Regular Season,[BKN] Lopez Foul: Defense 3 Second (0 PF) (E Lewis)
21601139,1,9:03,2016-17,Regular Season,[ORL] Gordon Foul: Defense 3 Second (0 PF) (J Williams)
21601146,3,7:48,2016-17,Regular Season,[CHI] Lopez Foul: Defense 3 Second (1 PF) (M Davis)
21601146,2,8:50,2016-17,Regular Season,[CHI] Valentine Foul: Defense 3 Second (1 PF) (M Davis)
21601154,4,6:22,2016-17,Regular Season,[BKN] Nicholson Foul: Defense 3 Second (2 PF) (J VanDuyne)
21601155,1,2:22,2016-17,Regular Season,[CHA] Zeller Foul: Defense 3 Second (0 PF) (L Wood)
21601164,3,8:10,2016-17,Regular Season,[UTA] Diaw Foul: Defense 3 Second (0 PF) (D Collins)
21601164,2,1:39,2016-17,Regular Season,[POR] Leonard Foul: Defense 3 Second (0 PF) (M Callahan)
21601169,3,4:53,2016-17,Regular Season,[BOS] Smart Foul: Defense 3 Second (0 PF) (M Davis)
21601174,2,9:54,2016-17,Regular Season,[ORL] Garino Foul: Defense 3 Second (0 PF) (G Zielinski)
21601182,4,7:36,2016-17,Regular Season,[DET] Drummond Foul: Defense 3 Second (3 PF) (G Zielinski)
21601182,4,11:47,2016-17,Regular Season,[DET] Drummond Foul: Defense 3 Second (3 PF) (G Zielinski)
21601186,1,2:28,2016-17,Regular Season,[PHX] Williams Foul: Defense 3 Second (0 PF) (E Lewis)
21601190,4,9:52,2016-17,Regular Season,[IND] Seraphin Foul: Defense 3 Second (2 PF) (S Corbin)
21601192,1,9:22,2016-17,Regular Season,[WAS] Gortat Foul: Defense 3 Second (1 PF) (K Fitzgerald)
21601194,1,11:17,2016-17,Regular Season,[POR] Leonard Foul: Defense 3 Second (0 PF) (J Williams)
21601205,1,3:10,2016-17,Regular Season,[CLE] Korver Foul: Defense 3 Second (0 PF) (S Corbin)
21601207,2,00:43.5,2016-17,Regular Season,[CHA] Zeller Foul: Defense 3 Second (1 PF) (B Forte)
21601208,1,7:38,2016-17,Regular Season,[DET] Ellenson Foul: Defense 3 Second (0 PF) (M Callahan)
21601211,3,5:29,2016-17,Regular Season,[GSW] Green Foul: Defense 3 Second (2 PF) (J Tiven)
21601216,2,3:32,2016-17,Regular Season,[PHX] Len Foul: Defense 3 Second (1 PF) (M Davis)
21601221,1,6:49,2016-17,Regular Season,[WAS] Satoransky Foul: Defense 3 Second (0 PF) (P Fraher)
21601223,2,9:10,2016-17,Regular Season,[MEM] Selden Foul: Defense 3 Second (1 PF) (S Corbin)
21601227,2,10:16,2016-17,Regular Season,[SAS] Simmons Foul: Defense 3 Second (0 PF) (R Mott)
21601229,1,9:29,2016-17,Regular Season,[GSW] Pachulia Foul: Defense 3 Second (0 PF) (J Williams)
41600106,1,5:26,2016-17,Playoffs,[BOS] Horford Foul: Defense 3 Second (0 PF) (J Williams)
41600112,1,3:30,2016-17,Playoffs,[IND] Miles Foul: Defense 3 Second (0 PF) (S Corbin)
41600113,1,4:25,2016-17,Playoffs,[IND] Turner Foul: Defense 3 Second (1 PF) (T Brown)
41600113,1,8:51,2016-17,Playoffs,[IND] Turner Foul: Defense 3 Second (1 PF) (D Crawford)
41600122,2,2:02,2016-17,Playoffs,[MIL] Antetokounmpo Foul: Defense 3 Second (0 PF) (M Callahan)
41600124,3,7:18,2016-17,Playoffs,[TOR] Ibaka Foul: Defense 3 Second (1 PF) (B Barnaky)
41600126,1,6:40,2016-17,Playoffs,[TOR] Valanciunas Foul: Defense 3 Second (0 PF) (R Mott)
41600133,1,4:38,2016-17,Playoffs,[ATL] Howard Foul: Defense 3 Second (1 PF) (K Fitzgerald)
41600141,3,2:11,2016-17,Playoffs,[GSW] Durant Foul: Defense 3 Second (2 PF) (T Brown)
41600152,2,5:19,2016-17,Playoffs,[SAS] Leonard Foul: Defense 3 Second (0 PF) (B Spooner)
41600155,1,8:53,2016-17,Playoffs,[SAS] Leonard Foul: Defense 3 Second (0 PF) (M Callahan)
41600171,1,11:08,2016-17,Playoffs,[UTA] Favors Foul: Defense 3 Second (0 PF) (B Spooner)
41600213,1,7:23,2016-17,Playoffs,[TOR] Valanciunas Foul: Defense 3 Second (0 PF) (M Callahan)
41600214,1,1:41,2016-17,Playoffs,[CLE] Frye Foul: Defense 3 Second (0 PF) (P Fraher)
41600222,3,9:11,2016-17,Playoffs,[GSW] Pachulia Foul: Defense 3 Second (0 PF) (D Collins)
41600301,1,4:46,2016-17,Playoffs,[BOS] Olynyk Foul: Defense 3 Second (1 PF) (J Goble)
41600302,1,6:24,2016-17,Playoffs,[BOS] Horford Foul: Defense 3 Second (0 PF) (R Garretson)
41600303,1,6:42,2016-17,Playoffs,[CLE] Love Foul: Defense 3 Second (0 PF) (M Davis)
41600305,1,3:43,2016-17,Playoffs,[CLE] James Foul: Defense 3 Second (0 PF) (E Malloy)
41600305,1,7:48,2016-17,Playoffs,[BOS] Horford Foul: Defense 3 Second (0 PF) (K Mauer)
41600405,2,2:31,2016-17,Playoffs,[GSW] Green Foul: Defense 3 Second (2 PF) (E Malloy)
41600405,1,11:30,2016-17,Playoffs,[CLE] Thompson Foul: Defense 3 Second (0 PF) (D Crawford)
21700001,4,10:31,2017-18,Regular Season,[CLE] Shumpert Foul: Defense 3 Second (2 PF) (1 FTA) (M Smith)
21700001,2,9:23,2017-18,Regular Season,[CLE] Love Foul: Defense 3 Second (3 PF) (1 FTA) (M McCutchen)
21700001,1,10:32,2017-18,Regular Season,[BOS] Tatum Foul: Defense 3 Second (1 PF) (1 FTA) (B Forte)
21700007,2,9:47,2017-18,Regular Season,[MIL] Dellavedova Foul: Defense 3 Second (3 PF) (1 FTA) (M Lindsay)
21700008,1,4:17,2017-18,Regular Season,[NOP] Davis Foul: Defense 3 Second (2 PF) (1 FTA) (G Zielinski)
21700009,2,11:35,2017-18,Regular Season,[ATL] Muscala Foul: Defense 3 Second (2 PF) (1 FTA) (J Tiven)
21700010,2,5:41,2017-18,Regular Season,[DEN] Plumlee Foul: Defense 3 Second (2 PF) (1 FTA) (S Foster)
21700015,4,3:46,2017-18,Regular Season,[OKC] Adams Foul: Defense 3 Second (4 PF) (1 FTA) (J Capers)
21700016,2,6:31,2017-18,Regular Season,[LAL] Lopez Foul: Defense 3 Second (3 PF) (1 FTA) (M Callahan)
21700017,2,1:38,2017-18,Regular Season,[ATL] Muscala Foul: Defense 3 Second (2 PF) (1 FTA) (E Lewis)
21700017,2,11:48,2017-18,Regular Season,[CHA] Graham Foul: Defense 3 Second (2 PF) (1 FTA) (M McCutchen)
21700018,4,9:16,2017-18,Regular Season,[POR] Collins Foul: Defense 3 Second (2 PF) (1 FTA) (T Brown)
21700021,1,6:27,2017-18,Regular Season,[MIL] Snell Foul: Defense 3 Second (1 PF) (1 FTA) (M Davis)
21700024,3,6:58,2017-18,Regular Season,[DAL] Matthews Foul: Defense 3 Second (2 PF) (1 FTA) (S Twardoski)
21700024,2,1:27,2017-18,Regular Season,[DAL] Nowitzki Foul: Defense 3 Second (2 PF) (1 FTA) (B Kennedy)
21700026,4,11:11,2017-18,Regular Season,[PHX] Len Foul: Defense 3 Second (5 PF) (1 FTA) (S Foster)
21700026,2,10:50,2017-18,Regular Season,[PHX] Chandler Foul: Defense 3 Second (4 PF) (1 FTA) (S Foster)
21700029,2,1:41,2017-18,Regular Season,[IND] Wilkins Foul: Defense 3 Second (2 PF) (1 FTA) (E Lewis)
21700029,2,7:25,2017-18,Regular Season,[MIA] Johnson Foul: Defense 3 Second (1 PF) (1 FTA) (M Lindsay)
21700030,4,6:34,2017-18,Regular Season,[NYK] O'Quinn Foul: Defense 3 Second (3 PF) (1 FTA) (M Kogut)
21700032,4,11:47,2017-18,Regular Season,[HOU] Nene Foul: Defense 3 Second (4 PF) (1 FTA) (C Washington)
21700032,1,4:13,2017-18,Regular Season,[HOU] Black Foul: Defense 3 Second (1 PF) (1 FTA) (M Boland)
21700034,2,11:46,2017-18,Regular Season,[MIL] Antetokounmpo Foul: Defense 3 Second (1 PF) (1 FTA) (B Barnaky)
21700035,2,1:15,2017-18,Regular Season,[DEN] Faried Foul: Defense 3 Second (2 PF) (1 FTA) (M Callahan)
21700036,3,10:37,2017-18,Regular Season,[OKC] Adams Foul: Defense 3 Second (2 PF) (1 FTA) (J Williams)
21700036,1,6:28,2017-18,Regular Season,[OKC] Anthony Foul: Defense 3 Second (1 PF) (1 FTA) (J Williams)
21700037,2,5:39,2017-18,Regular Season,[PHX] Chandler Foul: Defense 3 Second (2 PF) (1 FTA) (B Nansel)
21700038,2,7:47,2017-18,Regular Season,[BKN] Mozgov Foul: Defense 3 Second (1 PF) (1 FTA) (M Ervin)
21700041,2,8:45,2017-18,Regular Season,[DET] Smith Foul: Defense 3 Second (2 PF) (1 FTA) (B Forte)
21700042,4,6:47,2017-18,Regular Season,[ATL] Prince Foul: Defense 3 Second (3 PF) (1 FTA) (M Davis)
21700043,3,7:08,2017-18,Regular Season,[HOU] Tucker Foul: Defense 3 Second (4 PF) (1 FTA) (C Blair)
21700044,2,4:37,2017-18,Regular Season,[CHA] Howard Foul: Defense 3 Second (2 PF) (1 FTA) (J Capers)
21700045,1,3:00,2017-18,Regular Season,[GSW] McGee Foul: Defense 3 Second (3 PF) (1 FTA) (D Taylor)
21700050,2,9:41,2017-18,Regular Season,[BKN] Mozgov Foul: Defense 3 Second (3 PF) (1 FTA) (E Lewis)
21700051,1,1:31,2017-18,Regular Season,[BOS] Theis Foul: Defense 3 Second (2 PF) (1 FTA) (M Callahan)
21700053,4,11:39,2017-18,Regular Season,[NOP] Diallo Foul: Defense 3 Second (5 PF) (1 FTA) (D Richardson)
21700053,1,1:55,2017-18,Regular Season,[POR] Swanigan Foul: Defense 3 Second (1 PF) (1 FTA) (D Richardson)
21700061,2,4:57,2017-18,Regular Season,[DAL] Matthews Foul: Defense 3 Second (2 PF) (1 FTA) (P Fraher)
21700061,1,6:05,2017-18,Regular Season,[MEM] Gasol Foul: Defense 3 Second (1 PF) (1 FTA) (P Fraher)
21700065,2,10:00,2017-18,Regular Season,[ATL] Taylor Foul: Defense 3 Second (1 PF) (1 FTA) (K Lane)
21700067,2,8:24,2017-18,Regular Season,[BOS] Ojeleye Foul: Defense 3 Second (1 PF) (1 FTA) (J Goble)
21700069,3,1:43,2017-18,Regular Season,[SAC] Labissiere Foul: Defense 3 Second (2 PF) (1 FTA) (M Lindsay)
21700069,3,4:37,2017-18,Regular Season,[SAC] Cauley-Stein Foul: Defense 3 Second (1 PF) (1 FTA) (S Corbin)
21700069,2,9:12,2017-18,Regular Season,[SAC] Labissiere Foul: Defense 3 Second (1 PF) (1 FTA) (S Twardoski)
21700069,1,11:21,2017-18,Regular Season,[NOP] Cunningham Foul: Defense 3 Second (1 PF) (1 FTA) (S Corbin)
21700070,2,10:52,2017-18,Regular Season,[HOU] Mbah a Moute Foul: Defense 3 Second (1 PF) (1 FTA) (R Mott)
21700071,1,7:54,2017-18,Regular Season,[ORL] Ross Foul: Defense 3 Second (2 PF) (1 FTA) (S Foster)
21700082,1,8:17,2017-18,Regular Season,[UTA] Ingles Foul: Defense 3 Second (1 PF) (1 FTA) (M Lindsay)
21700084,2,8:36,2017-18,Regular Season,[DET] Drummond Foul: Defense 3 Second (3 PF) (1 FTA) (C Blair)
21700087,3,4:23,2017-18,Regular Season,[BKN] Allen Foul: Defense 3 Second (4 PF) (1 FTA) (R Garretson)
21700091,4,7:44,2017-18,Regular Season,[DET] Harris Foul: Defense 3 Second (3 PF) (1 FTA) (S Twardoski)
21700091,2,4:46,2017-18,Regular Season,[DET] Drummond Foul: Defense 3 Second (1 PF) (1 FTA) (S Twardoski)
21700095,3,8:04,2017-18,Regular Season,[PHI] Johnson Foul: Defense 3 Second (3 PF) (1 FTA) (M Smith)
21700099,2,6:47,2017-18,Regular Season,[TOR] Anunoby Foul: Defense 3 Second (1 PF) (1 FTA) (M McCutchen)
21700100,3,1:58,2017-18,Regular Season,[GSW] McGee Foul: Defense 3 Second (2 PF) (1 FTA) (M Kogut)
21700100,1,10:24,2017-18,Regular Season,[GSW] Pachulia Foul: Defense 3 Second (1 PF) (1 FTA) (J Goble)
21700101,1,11:24,2017-18,Regular Season,[SAC] Randolph Foul: Defense 3 Second (1 PF) (1 FTA) (B Adams)
21700103,3,11:17,2017-18,Regular Season,[OKC] Adams Foul: Defense 3 Second (3 PF) (1 FTA) (M Davis)
21700103,1,00:11.7,2017-18,Regular Season,[OKC] Felton Foul: Defense 3 Second (1 PF) (M Davis)
21700105,2,8:20,2017-18,Regular Season,[CHA] Bacon Foul: Defense 3 Second (2 PF) (1 FTA) (D Richardson)
21700105,1,10:40,2017-18,Regular Season,[MIL] Middleton Foul: Defense 3 Second (1 PF) (1 FTA) (S Corbin)
21700108,3,1:47,2017-18,Regular Season,[PHX] Chandler Foul: Defense 3 Second (4 PF) (1 FTA) (D Collins)
21700116,3,7:09,2017-18,Regular Season,[LAC] Griffin Foul: Defense 3 Second (1 PF) (1 FTA) (M McCutchen)
21700116,2,7:32,2017-18,Regular Season,[LAC] Thornwell Foul: Defense 3 Second (3 PF) (1 FTA) (M McCutchen)
21700116,1,4:30,2017-18,Regular Season,[DAL] Barea Foul: Defense 3 Second (1 PF) (1 FTA) (J Orr)
21700121,1,00:17.4,2017-18,Regular Season,[IND] Young Foul: Defense 3 Second (1 PF) (1 FTA) (G Zielinski)
21700122,3,6:46,2017-18,Regular Season,[WAS] Mark Morris Foul: Defense 3 Second (4 PF) (1 FTA) (H Workman)
21700123,2,9:51,2017-18,Regular Season,[ATL] Collins Foul: Defense 3 Second (2 PF) (1 FTA) (S Corbin)
21700124,4,9:16,2017-18,Regular Season,[NYK] Beasley Foul: Defense 3 Second (3 PF) (1 FTA) (J Williams)
21700125,1,00:35.8,2017-18,Regular Season,[NOP] Cousins Foul: Defense 3 Second (1 PF) (1 FTA) (K Lane)
21700133,2,6:43,2017-18,Regular Season,[CHI] Valentine Foul: Defense 3 Second (1 PF) (1 FTA) (E Dalen)
21700137,1,1:36,2017-18,Regular Season,[LAC] Reed Foul: Defense 3 Second (1 PF) (1 FTA) (R Garretson)
21700142,2,1:57,2017-18,Regular Season,[NYK] Porzingis Foul: Defense 3 Second (3 PF) (1 FTA) (M Smith)
21700142,1,6:36,2017-18,Regular Season,[NYK] Porzingis Foul: Defense 3 Second (1 PF) (1 FTA) (C Washington)
21700143,4,7:03,2017-18,Regular Season,[CHA] Monk Foul: Defense 3 Second (3 PF) (1 FTA) (M Ervin)
21700145,2,11:18,2017-18,Regular Season,[LAL] Kuzma Foul: Defense 3 Second (1 PF) (1 FTA) (J Sterling)
21700147,2,7:50,2017-18,Regular Season,[PHX] Len Foul: Defense 3 Second (1 PF) (1 FTA) (D Guthrie)
21700149,1,3:17,2017-18,Regular Season,[CLE] Smith Foul: Defense 3 Second (1 PF) (1 FTA) (G Zielinski)
21700156,1,7:44,2017-18,Regular Season,[PHI] Holmes Foul: Defense 3 Second (2 PF) (1 FTA) (L Wood)
21700159,3,2:13,2017-18,Regular Season,[DET] Smith Foul: Defense 3 Second (1 PF) (1 FTA) (S Corbin)
21700159,3,6:42,2017-18,Regular Season,[DET] Harris Foul: Defense 3 Second (3 PF) (1 FTA) (S Corbin)
21700160,2,6:06,2017-18,Regular Season,[ORL] Vucevic Foul: Defense 3 Second (2 PF) (1 FTA) (C Blair)
21700161,1,3:19,2017-18,Regular Season,[BOS] Theis Foul: Defense 3 Second (1 PF) (1 FTA) (E Lewis)
21700165,2,9:22,2017-18,Regular Season,[TOR] Poeltl Foul: Defense 3 Second (2 PF) (E Lewis)
21700166,3,7:11,2017-18,Regular Season,[HOU] Capela Foul: Defense 3 Second (3 PF) (1 FTA) (T Brown)
21700167,1,6:52,2017-18,Regular Season,[PHI] Luwawu-Cabarrot Foul: Defense 3 Second (1 PF) (1 FTA) (N Buchert)
21700168,3,2:27,2017-18,Regular Season,[DEN] Barton Foul: Defense 3 Second (1 PF) (1 FTA) (S Twardoski)
21700168,2,7:38,2017-18,Regular Season,[DEN] Chandler Foul: Defense 3 Second (2 PF) (1 FTA) (S Twardoski)
21700168,1,1:29,2017-18,Regular Season,[OKC] Adams Foul: Defense 3 Second (1 PF) (1 FTA) (B Barnaky)
21700170,1,4:56,2017-18,Regular Season,[BOS] Brown Foul: Defense 3 Second (1 PF) (1 FTA) (L Richardson)
21700172,3,10:28,2017-18,Regular Season,[OKC] Johnson Foul: Defense 3 Second (5 PF) (1 FTA) (K Fitzgerald)
21700172,1,9:01,2017-18,Regular Season,[LAC] Jordan Foul: Defense 3 Second (2 PF) (1 FTA) (K Fitzgerald)
21700172,1,10:35,2017-18,Regular Season,[OKC] Johnson Foul: Defense 3 Second (1 PF) (1 FTA) (D Richardson)
21700174,4,8:41,2017-18,Regular Season,[ORL] Isaac Foul: Defense 3 Second (2 PF) (1 FTA) (J Van Duyne)
21700176,1,5:30,2017-18,Regular Season,[BKN] Crabbe Foul: Defense 3 Second (1 PF) (1 FTA) (B Nansel)
21700179,3,4:47,2017-18,Regular Season,[NYK] Porzingis Foul: Defense 3 Second (3 PF) (1 FTA) (B Taylor)
21700182,3,10:11,2017-18,Regular Season,[LAL] Lopez Foul: Defense 3 Second (2 PF) (1 FTA) (M Ayotte)
21700184,2,10:48,2017-18,Regular Season,[GSW] West Foul: Defense 3 Second (1 PF) (1 FTA) (M Lindsay)
21700186,2,2:55,2017-18,Regular Season,[MIN] Gibson Foul: Defense 3 Second (2 PF) (1 FTA) (H Workman)
21700188,2,8:44,2017-18,Regular Season,[TOR] Nogueira Foul: Defense 3 Second (1 PF) (1 FTA) (L Holtkamp)
21700188,1,9:44,2017-18,Regular Season,[TOR] Ibaka Foul: Defense 3 Second (2 PF) (1 FTA) (K Lane)
21700190,2,1:55,2017-18,Regular Season,[HOU] Tucker Foul: Defense 3 Second (1 PF) (1 FTA) (K Fitzgerald)
21700191,2,8:02,2017-18,Regular Season,[OKC] Patterson Foul: Defense 3 Second (1 PF) (1 FTA) (B Adams)
21700194,1,2:11,2017-18,Regular Season,[MEM] Evans Foul: Defense 3 Second (1 PF) (1 FTA) (M Ervin)
21700195,1,6:49,2017-18,Regular Season,[ATL] Babbitt Foul: Defense 3 Second (2 PF) (1 FTA) (R Mott)
21700197,1,11:49,2017-18,Regular Season,[MIN] Gibson Foul: Defense 3 Second (1 PF) (1 FTA)
21700200,3,5:10,2017-18,Regular Season,[PHI] Johnson Foul: Defense 3 Second (5 PF) (1 FTA) (Z Zarba)
21700202,2,5:30,2017-18,Regular Season,[TOR] Valanciunas Foul: Defense 3 Second (1 PF) (1 FTA) (B Adams)
21700202,2,7:06,2017-18,Regular Season,[HOU] Anderson Foul: Defense 3 Second (1 PF) (1 FTA) (B Adams)
21700210,4,10:57,2017-18,Regular Season,[MIN] Bjelica Foul: Defense 3 Second (5 PF) (1 FTA) (T Brown)
21700216,2,1:43,2017-18,Regular Season,[PHX] Warren Foul: Defense 3 Second (1 PF) (1 FTA) (S Twardoski)
21700219,1,6:25,2017-18,Regular Season,[UTA] Ingles Foul: Defense 3 Second (1 PF) (1 FTA) (C Blair)
21700222,3,6:37,2017-18,Regular Season,[CHA] Howard Foul: Defense 3 Second (1 PF) (1 FTA) (B Forte)
21700225,2,10:08,2017-18,Regular Season,[SAC] Koufos Foul: Defense 3 Second (1 PF) (1 FTA) (G Zielinski)
21700227,3,4:36,2017-18,Regular Season,[LAL] Ingram Foul: Defense 3 Second (4 PF) (1 FTA) (R Richardson)
21700230,2,6:23,2017-18,Regular Season,[ATL] Dedmon Foul: Defense 3 Second (1 PF) (1 FTA) (J Van Duyne)
21700230,2,11:51,2017-18,Regular Season,[ATL] Collins Foul: Defense 3 Second (1 PF) (1 FTA) (M Lindsay)
21700230,1,3:13,2017-18,Regular Season,[ATL] Cavanaugh Foul: Defense 3 Second (1 PF) (1 FTA) (J Van Duyne)
21700230,1,7:02,2017-18,Regular Season,[BOS] Horford Foul: Defense 3 Second (1 PF) (1 FTA) (M Lindsay)
21700237,4,10:41,2017-18,Regular Season,[TOR] Brown Foul: Defense 3 Second (2 PF) (1 FTA) (B Barnaky)
21700240,4,7:59,2017-18,Regular Season,[LAL] Kuzma Foul: Defense 3 Second (2 PF) (1 FTA) (M Ervin)
21700244,3,6:42,2017-18,Regular Season,[PHI] Simmons Foul: Defense 3 Second (3 PF) (1 FTA) (D Guthrie)
21700248,2,00:47.6,2017-18,Regular Season,[OKC] Anthony Foul: Defense 3 Second (2 PF) (1 FTA) (D Collins)
21700248,2,10:58,2017-18,Regular Season,[OKC] George Foul: Defense 3 Second (1 PF) (1 FTA) (J Van Duyne)
21700252,4,10:08,2017-18,Regular Season,[CHI] Grant Foul: Defense 3 Second (1 PF) (1 FTA) (G Zielinski)
21700252,3,5:29,2017-18,Regular Season,[LAL] Randle Foul: Defense 3 Second (2 PF) (1 FTA) (G Zielinski)
21700256,1,8:08,2017-18,Regular Season,[ATL] Prince Foul: Defense 3 Second (1 PF) (1 FTA) (B Barnaky)
21700271,2,3:40,2017-18,Regular Season,[TOR] Ibaka Foul: Defense 3 Second (3 PF) (1 FTA) (T Washington)
21700274,3,1:14,2017-18,Regular Season,[DEN] Barton Foul: Defense 3 Second (2 PF) (B Nansel)
21700275,2,6:00,2017-18,Regular Season,[NOP] Cousins Foul: Defense 3 Second (3 PF) (1 FTA) (T Brothers)
21700277,2,4:04,2017-18,Regular Season,[CHA] Lamb Foul: Defense 3 Second (1 PF) (1 FTA) (S Corbin)
21700277,1,5:25,2017-18,Regular Season,[SAS] Aldridge Foul: Defense 3 Second (2 PF) (1 FTA) (M Lindsay)
21700284,2,9:40,2017-18,Regular Season,[GSW] Green Foul: Defense 3 Second (2 PF) (1 FTA) (S Foster)
21700286,1,2:10,2017-18,Regular Season,[LAC] Rivers Foul: Defense 3 Second (2 PF) (1 FTA) (R Mott)
21700292,2,9:59,2017-18,Regular Season,[DET] Moreland Foul: Defense 3 Second (2 PF) (1 FTA) (T Brown)
21700293,1,3:22,2017-18,Regular Season,[NYK] O'Quinn Foul: Defense 3 Second (2 PF) (1 FTA) (G Zielinski)
21700293,1,8:25,2017-18,Regular Season,[POR] Nurkic Foul: Defense 3 Second (1 PF) (1 FTA) (G Zielinski)
21700294,4,10:08,2017-18,Regular Season,[BKN] Mozgov Foul: Defense 3 Second (2 PF) (1 FTA) (B Barnaky)
21700294,3,5:37,2017-18,Regular Season,[BKN] Allen Foul: Defense 3 Second (1 PF) (1 FTA) (B Barnaky)
21700295,1,6:25,2017-18,Regular Season,[SAS] Gasol Foul: Defense 3 Second (1 PF) (1 FTA) (S Twardoski)
21700302,2,6:25,2017-18,Regular Season,[MIL] Antetokounmpo Foul: Defense 3 Second (3 PF) (1 FTA) (J Williams)
21700303,2,5:29,2017-18,Regular Season,[DET] Tolliver Foul: Defense 3 Second (1 PF) (1 FTA) (R Garretson)
21700304,3,4:22,2017-18,Regular Season,[OKC] Ferguson Foul: Defense 3 Second (1 PF) (S Wright)
21700308,4,7:02,2017-18,Regular Season,[IND] Oladipo Foul: Defense 3 Second (2 PF) (1 FTA) (P Fraher)
21700309,2,00:48.2,2017-18,Regular Season,[MIN] Gibson Foul: Defense 3 Second (2 PF) (1 FTA) (S Wall)
21700311,1,00:11.0,2017-18,Regular Season,[SAS] Gay Foul: Defense 3 Second (1 PF) (1 FTA) (C Washington)
21700313,1,3:09,2017-18,Regular Season,[ATL] Collins Foul: Defense 3 Second (3 PF) (1 FTA) (N Buchert)
